,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
0,2019.12.12 16:18:59,91,13.6,79.2,12.313,33.2,8
9,2019.12.12 16:13:58,91,14.1,67.2,12.438,33.2,8
31,2019.12.12 15:58:56,91,13.9,67.2,12.5,33.2,8
40,2019.12.12 15:53:55,91,13.7,67.6,12.313,33.2,8
42,2019.12.12 15:48:54,91,13.9,65.6,12.313,33.2,8
50,2019.12.12 15:38:53,91,14.9,68.4,12.563,33.2,8
59,2019.12.12 15:33:52,91,14.9,68.8,12.5,33.2,8
68,2019.12.12 15:28:51,91,14.7,68,12.563,33.2,8
77,2019.12.12 15:23:51,91,14.9,66,12.5,33.2,8
86,2019.12.12 15:18:49,91,14.4,68,12.625,33.2,8
95,2019.12.12 15:13:49,91,15.6,69.6,12.625,33.2,8
104,2019.12.12 15:08:48,91,14.5,67.2,12.438,33.2,8
113,2019.12.12 15:03:48,91,15.5,69.2,12.625,33.2,8
122,2019.12.12 14:58:47,92,17,67.2,12.625,33.2,8
130,2019.12.12 14:53:46,92,17,66.8,12.625,33.2,8
139,2019.12.12 14:48:45,92,17.2,68,12.625,33.2,8
148,2019.12.12 14:43:45,92,17.4,64.8,12.563,33.2,8
157,2019.12.12 14:38:44,89,17.4,66.4,12.563,33.2,8
166,2019.12.12 14:33:43,87,17.6,66.4,12.625,33.2,8
175,2019.12.12 14:28:43,84,17.7,64,12.75,33.2,8
184,2019.12.12 14:23:42,83,17.9,65.6,12.625,33.2,8
193,2019.12.12 14:18:41,83,17.7,67.2,12.563,33.2,8
202,2019.12.12 14:13:41,82,17.7,68.4,12.375,33.2,8
211,2019.12.12 14:08:39,83,17.7,68.8,12.563,33.2,8
219,2019.12.12 14:03:41,85,17.7,67.2,12.438,33.2,8
228,2019.12.12 13:58:38,86,17.6,67.6,12.375,33.2,8
237,2019.12.12 13:53:37,90,17.1,65.6,12.5,33.2,8
246,2019.12.12 13:48:37,86,17,67.6,12.438,33.2,8
255,2019.12.12 13:43:36,82,17.2,66.4,12.438,33.2,8
264,2019.12.12 13:38:35,84,16.9,64.4,12.438,33.2,8
273,2019.12.12 13:33:34,88,16.7,66.4,12.375,33.2,8
281,2019.12.12 13:28:34,86,17.1,67.6,12.5,33.2,8
289,2019.12.12 13:23:33,84,17.2,77.6,12.375,33.2,8
298,2019.12.12 13:18:33,85,17.6,67.6,12.375,33.2,8
307,2019.12.12 13:13:32,84,17.7,67.2,12.25,33.2,8
316,2019.12.12 13:08:31,86,17.6,63.6,12.125,33.2,8
325,2019.12.12 13:03:30,92,17,64,12.188,33.2,8
334,2019.12.12 12:58:29,81,17.6,67.6,12.25,33.2,8
343,2019.12.12 12:53:29,82,18,64,11.938,33.2,8
352,2019.12.12 12:48:28,79,18.2,67.6,12,33.2,8
361,2019.12.12 12:43:27,83,17.3,67.2,11.938,33.2,8
369,2019.12.12 12:38:27,83,17.2,66,11.625,33.2,8
378,2019.12.12 12:33:26,78,17.4,66,11.625,33.2,8
387,2019.12.12 12:28:25,80,17.3,67.2,11.813,33.2,8
396,2019.12.12 12:23:24,82,17,68,11.75,33.2,8
405,2019.12.12 12:18:24,86,16.9,68.8,11.438,33.2,8
414,2019.12.12 12:13:23,89,16.5,68,11.5,33.2,8
423,2019.12.12 12:08:22,88,16.7,66.4,11.125,33.2,8
431,2019.12.12 12:03:21,91,16.4,66.8,11.25,33.2,8
440,2019.12.12 11:58:21,91,15.9,64.4,11.188,33.2,8
449,2019.12.12 11:53:20,91,15.4,67.6,11.188,33.2,8
458,2019.12.12 11:48:19,91,14.8,76,11.125,33.2,8
467,2019.12.12 11:43:19,91,14.4,64.4,11,33.2,8
476,2019.12.12 11:38:17,91,14.2,64,11.188,33.2,8
485,2019.12.12 11:33:17,91,14.2,68.8,11,33.2,8
494,2019.12.12 11:28:16,91,14.3,69.6,10.875,33.2,8
503,2019.12.12 11:23:16,91,14.4,67.2,11.125,33.2,8
512,2019.12.12 11:18:15,91,14.2,68.8,11.063,33.2,8
527,2019.12.12 11:08:14,91,14,68.8,11.063,33.2,8
536,2019.12.12 11:03:13,91,13.6,67.2,11.063,33.2,8
545,2019.12.12 10:58:12,91,13.8,69.2,10.938,33.2,8
554,2019.12.12 10:53:11,91,13.6,67.2,11.063,33.2,8
563,2019.12.12 10:48:11,91,13,67.2,10.75,33.2,8
572,2019.12.12 10:43:10,90,12.9,64.4,11,33.2,8
581,2019.12.12 10:38:09,91,13.1,67.6,11.125,33.2,8
589,2019.12.12 10:33:09,91,13.3,65.6,10.813,33.2,8
598,2019.12.12 10:28:07,91,13.4,67.6,10.938,33.2,8
607,2019.12.12 10:23:07,90,12.4,67.6,11,33.2,8
615,2019.12.12 10:18:06,91,13.9,70.8,11,33.2,8
624,2019.12.12 10:13:06,91,14.1,66.8,10.813,33.2,8
633,2019.12.12 10:08:05,91,14.2,67.2,10.938,33.2,8
641,2019.12.12 10:03:04,91,13.9,66.4,11,33.2,8
650,2019.12.12 09:58:03,91,13.9,68,10.625,33.2,8
659,2019.12.12 09:53:02,91,13.9,65.2,10.75,33.2,8
668,2019.12.12 09:48:02,91,14.4,76,10.5,33.2,8
677,2019.12.12 09:43:01,91,14.1,63.6,10.438,33.2,8
686,2019.12.12 09:38:01,91,13.5,68.8,10.563,33.2,8
695,2019.12.12 09:32:59,91,13.3,67.6,10.563,33.2,8
704,2019.12.12 09:27:59,91,13.2,64.4,10.563,33.2,8
713,2019.12.12 09:22:58,91,13.4,64.8,10.375,33.2,8
722,2019.12.12 09:17:58,91,13.2,66.4,10.5,33.2,8
731,2019.12.12 09:12:57,91,13.6,68.8,10.313,33.2,8
740,2019.12.12 09:07:56,91,13.3,65.6,10.188,33.2,8
749,2019.12.12 09:02:55,90,12.8,68,10.188,33.2,8
758,2019.12.12 08:57:55,91,13.1,68.4,10.188,33.2,8
767,2019.12.12 08:52:54,91,13.1,66.4,10.125,33.2,8
776,2019.12.12 08:47:53,90,12.7,66.8,9.938,33.2,8
785,2019.12.12 08:42:52,90,12.9,78.4,10,33.2,8
794,2019.12.12 08:37:52,90,12.6,66.4,10.063,33.2,8
803,2019.12.12 08:32:51,90,12.4,74.8,10,33.2,8
812,2019.12.12 08:27:50,90,12.2,68,10.063,33.2,8
821,2019.12.12 08:22:50,90,12.1,67.2,9.938,33.2,8
830,2019.12.12 08:17:49,89,11.9,68.4,9.813,33.2,8
839,2019.12.12 08:12:48,89,11.6,67.2,9.813,33.2,8
848,2019.12.12 08:07:48,89,11.5,65.6,9.75,33.2,8
857,2019.12.12 08:02:47,89,11,68,9.875,33.2,8
866,2019.12.12 07:57:46,88,10.9,68,9.75,33.2,8
875,2019.12.12 07:52:46,88,10.6,68.8,9.563,33.2,8
884,2019.12.12 07:47:44,88,10.3,68.4,9.688,33.2,8
893,2019.12.12 07:42:44,88,10.1,67.6,9.688,33.2,8
902,2019.12.12 07:37:43,88,10,68.4,9.75,33.2,8
911,2019.12.12 07:32:42,88,9.8,64,9.813,33.2,8
920,2019.12.12 07:27:41,88,9.5,68.8,9.75,33.2,8
929,2019.12.12 07:22:41,88,9.6,68,9.813,33.2,8
938,2019.12.12 07:17:40,88,9.7,66.4,9.75,33.2,8
947,2019.12.12 07:12:39,88,9.3,68,9.75,33.2,8
956,2019.12.12 07:07:39,88,9.5,64,9.688,33.2,8
965,2019.12.12 07:02:38,88,9.3,68.8,9.688,33.2,8
973,2019.12.12 06:57:37,88,9.2,64,9.75,33.2,8
982,2019.12.12 06:52:37,88,9.1,65.6,9.75,33.2,8
991,2019.12.12 06:47:36,88,9.2,65.6,9.813,33.2,8
1000,2019.12.12 06:42:33,88,8.9,67.6,9.75,33.2,8
1010,2019.12.12 06:37:30,88,9,64,9.625,33.2,8
1019,2019.12.12 06:32:30,88,8.6,68,9.75,33.2,8
1028,2019.12.12 06:27:29,88,8.7,67.2,9.938,33.2,8
1037,2019.12.12 06:22:28,88,8.7,69.2,9.688,33.2,8
