,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
6,2019.12.12 16:15:43,91,13.7,94.553,12,33.2,9
15,2019.12.12 16:10:42,91,14,96.109,11.875,33.2,9
29,2019.12.12 16:00:41,91,13.7,92.996,11.938,33.2,9
38,2019.12.12 15:55:40,91,13.8,93.774,11.938,33.2,9
48,2019.12.12 15:40:38,91,14,92.218,12,33.2,9
56,2019.12.12 15:35:38,91,15.2,93.774,11.875,33.2,9
65,2019.12.12 15:30:37,91,14.6,96.498,12,33.2,9
74,2019.12.12 15:25:36,91,14.7,93.385,11.875,33.2,9
83,2019.12.12 15:20:35,91,15,95.331,11.875,33.2,9
91,2019.12.12 15:15:34,91,14.5,92.218,11.875,33.2,9
100,2019.12.12 15:10:33,91,15.5,94.163,11.938,33.2,9
109,2019.12.12 15:05:33,91,14.7,93.385,11.875,33.2,9
118,2019.12.12 15:00:32,92,16.8,96.109,11.938,33.2,9
127,2019.12.12 14:55:31,92,17,92.996,11.75,33.2,9
135,2019.12.12 14:50:30,92,17.1,90.272,11.875,33.2,9
144,2019.12.12 14:45:30,92,17,91.829,11.938,33.2,9
153,2019.12.12 14:40:29,91,17.2,94.553,11.75,33.2,9
162,2019.12.12 14:35:28,88,17.3,92.996,11.875,33.2,9
171,2019.12.12 14:30:28,87,17.6,91.44,11.813,33.2,9
180,2019.12.12 14:25:27,83,17.9,97.276,11.813,33.2,9
189,2019.12.12 14:20:26,83,17.8,92.607,11.625,33.2,9
198,2019.12.12 14:15:25,84,17.6,91.829,11.563,33.2,9
207,2019.12.12 14:10:25,81,17.7,91.829,11.563,33.2,9
216,2019.12.12 14:05:24,83,17.7,93.774,11.563,33.2,9
224,2019.12.12 14:00:24,85,17.6,93.774,11.75,33.2,9
233,2019.12.12 13:55:22,86,17.3,93.385,11.688,33.2,9
242,2019.12.12 13:50:21,90,17,93.385,11.688,33.2,9
251,2019.12.12 13:45:21,83,17.5,93.385,11.5,33.2,9
