,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
5,2020.01.12 13:48:33,92,16.1,70.039,10.25,33.2,5
13,2020.01.12 13:43:33,87,17.1,70.039,10.25,33.2,5
22,2020.01.12 13:38:32,82,17.4,68.872,10.25,33.2,5
31,2020.01.12 13:33:31,91,17.1,71.984,10.25,33.2,5
39,2020.01.12 13:08:19,91,15.7,70.817,10.125,33.2,5
48,2020.01.12 13:03:19,92,16.1,71.984,10.063,33.2,5
57,2020.01.12 12:58:18,92,16.3,67.315,10.063,33.2,5
66,2020.01.12 12:53:17,91,16.2,70.428,10,33.2,5
75,2020.01.12 12:48:17,92,16.5,72.374,9.938,33.2,5
84,2020.01.12 12:43:16,92,16.2,69.65,10,33.2,5
93,2020.01.12 12:38:16,91,15.3,70.817,9.938,33.2,5
102,2020.01.12 12:33:15,91,15,72.763,9.875,33.2,5
111,2020.01.12 12:28:14,91,14.5,69.65,9.813,33.2,5
120,2020.01.12 12:23:14,91,14.7,72.763,9.688,33.2,5
129,2020.01.12 12:18:13,91,15.5,70.428,9.688,33.2,5
138,2020.01.12 12:13:12,91,15.5,73.93,9.563,33.2,5
147,2020.01.12 12:08:12,91,15,70.817,9.563,33.2,5
155,2020.01.12 12:03:11,91,14.3,71.595,9.5,33.2,5
164,2020.01.12 11:58:10,91,15.3,68.093,9.375,33.2,5
173,2020.01.12 11:53:10,91,15.1,70.428,9.375,33.2,5
182,2020.01.12 11:48:09,91,14.4,72.763,9.25,33.2,5
191,2020.01.12 11:43:08,91,13.9,72.763,9.25,33.2,5
200,2020.01.12 11:38:07,91,14.1,70.428,9.188,33.2,5
209,2020.01.12 11:33:07,91,13.7,74.319,9.188,33.2,5
218,2020.01.12 11:28:06,91,13.6,72.763,9.063,33.2,5
230,2020.01.11 14:35:57,91,13.5,73.152,8.438,33.2,5
239,2020.01.11 14:30:56,91,14.5,73.152,8.438,33.2,5
248,2020.01.11 14:25:55,91,15.4,73.152,8.438,33.2,5
257,2020.01.11 14:20:54,91,15.9,73.152,8.438,33.2,5
266,2020.01.11 14:15:53,89,15.7,73.152,8.438,33.2,5
275,2020.01.11 14:10:53,89,15.9,73.152,8.438,33.2,5
284,2020.01.11 14:05:52,84,16.1,73.152,8.438,33.2,5
292,2020.01.11 14:00:52,80,16.7,73.152,8.438,33.2,5
301,2020.01.11 13:55:51,78,16,73.152,8.438,33.2,5
310,2020.01.11 13:50:50,81,15.4,73.152,8.438,33.2,5
319,2020.01.11 13:45:50,74,17.3,73.152,8.438,33.2,5
328,2020.01.11 13:40:49,84,17.2,73.152,8.438,33.2,5
337,2020.01.11 13:35:48,73,17.3,73.152,8.438,33.2,5
346,2020.01.11 13:30:47,72,17.1,73.152,8.438,33.2,5
355,2020.01.11 13:25:47,65,18.4,73.152,8.438,33.2,5
364,2020.01.11 13:20:46,71,18.2,73.152,8.438,33.2,5
373,2020.01.11 13:15:45,71,17.1,73.152,8.438,33.2,5
382,2020.01.11 13:10:45,80,16.6,73.152,8.438,33.2,5
391,2020.01.11 13:05:44,77,17.1,73.152,8.438,33.2,5
400,2020.01.11 13:00:44,78,16.7,73.152,8.438,33.2,5
409,2020.01.11 12:55:43,84,16.2,73.152,8.438,33.2,5
418,2020.01.11 12:50:42,91,15.4,73.152,8.438,33.2,5
427,2020.01.11 12:45:41,89,14.9,73.152,8.438,33.2,5
436,2020.01.11 12:40:41,91,14.9,73.152,8.438,33.2,5
445,2020.01.11 12:35:40,91,14,73.152,8.438,33.2,5
454,2020.01.11 12:30:40,91,14.1,73.152,8.438,33.2,5
463,2020.01.11 12:25:39,91,13,73.152,8.438,33.2,5
472,2020.01.11 12:20:39,91,13.1,73.152,8.438,33.2,5
482,2020.01.11 12:15:38,91,13,73.152,8.438,33.2,5
491,2020.01.11 12:10:37,91,13.7,73.541,8.375,33.2,5
500,2020.01.11 12:05:36,91,14.1,73.152,8.313,33.2,5
509,2020.01.11 12:00:36,91,14.8,72.374,8.188,33.2,5
518,2020.01.11 11:55:36,91,13.9,71.206,8.125,33.2,5
527,2020.01.11 11:50:34,91,13.6,71.206,8.188,33.2,5
535,2020.01.11 11:45:34,91,15.5,72.763,8.063,33.2,5
544,2020.01.11 11:40:33,91,15.9,71.595,8,33.2,5
553,2020.01.11 11:35:33,89,16.3,75.875,8,33.2,5
562,2020.01.11 11:30:32,92,16.1,68.872,7.813,33.2,5
571,2020.01.11 11:25:32,91,16.1,72.374,7.75,33.2,5
580,2020.01.11 11:20:31,91,15.6,71.984,7.688,33.2,5
589,2020.01.11 11:15:30,91,15.6,73.541,7.688,33.2,5
598,2020.01.11 11:10:29,91,14.3,70.428,7.5,33.2,5
607,2020.01.11 11:05:28,91,14.3,73.152,7.5,33.2,5
615,2020.01.11 11:00:28,90,12.6,73.93,7.438,33.2,5
624,2020.01.11 10:55:27,89,11.8,70.428,7.375,33.2,5
632,2020.01.11 10:50:26,89,11.7,73.93,7.313,33.2,5
641,2020.01.11 10:45:26,89,11.4,74.708,7.188,33.2,5
650,2020.01.11 10:40:25,90,12.4,70.428,7.188,33.2,5
659,2020.01.11 10:35:24,90,12.7,72.763,7.063,33.2,5
668,2020.01.11 10:30:24,90,12.4,74.708,7,33.2,5
677,2020.01.11 10:25:23,90,12.2,73.541,6.875,33.2,5
686,2020.01.11 10:20:23,90,12.4,71.206,6.75,33.2,5
695,2020.01.11 10:15:22,90,12.4,73.152,6.688,33.2,5
704,2020.01.11 10:10:21,90,12.8,73.93,6.563,33.2,5
713,2020.01.11 10:05:21,91,13,73.93,6.438,33.2,5
