,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
7,2020.01.12 13:48:13,92,16.4,65.323,10,33.2,2
15,2020.01.12 13:42:20,82,17.5,62.366,10.125,33.2,2
24,2020.01.12 13:37:20,81,17.4,63.71,10.25,33.2,2
33,2020.01.12 13:32:19,92,17.1,64.247,9.813,33.2,2
41,2020.01.12 13:07:13,87,15.7,65.591,10.063,33.2,2
50,2020.01.12 13:02:13,92,16.1,66.667,9.813,33.2,2
59,2020.01.12 12:57:13,91,16.5,66.129,9.813,33.2,2
68,2020.01.12 12:52:12,92,16.3,62.903,9.938,33.2,2
77,2020.01.12 12:47:12,92,16.3,64.516,9.875,33.2,2
86,2020.01.12 12:42:11,92,16.3,65.86,9.75,33.2,2
95,2020.01.12 12:37:11,91,15,65.054,9.813,33.2,2
104,2020.01.12 12:32:11,91,14.9,65.591,9.688,33.2,2
113,2020.01.12 12:27:10,91,14.1,63.978,9.25,33.2,2
122,2020.01.12 12:22:10,91,14.6,65.86,9.563,33.2,2
131,2020.01.12 12:17:10,91,15.3,64.516,9.375,33.2,2
140,2020.01.12 12:12:09,91,15.4,66.129,9.313,33.2,2
149,2020.01.12 12:07:09,91,14.6,65.86,9.438,33.2,2
157,2020.01.12 12:02:08,91,14.5,65.86,9.375,33.2,2
166,2020.01.12 11:57:08,91,15.3,66.129,9.25,33.2,2
175,2020.01.12 11:52:08,91,15.1,64.785,9.313,33.2,2
184,2020.01.12 11:47:07,91,14.2,65.323,9.125,33.2,2
193,2020.01.12 11:42:07,91,14.1,62.634,9.125,33.2,2
202,2020.01.12 11:37:07,91,13.9,63.71,9.063,33.2,2
211,2020.01.12 11:32:06,91,13.6,65.591,9.063,33.2,2
220,2020.01.12 11:27:06,91,13.7,66.667,9.063,33.2,2
232,2020.01.11 14:35:07,91,13.6,73.152,8.438,33.2,2
241,2020.01.11 14:30:07,91,15,73.152,8.438,33.2,2
250,2020.01.11 14:25:06,91,15.7,73.152,8.438,33.2,2
259,2020.01.11 14:20:06,91,15.8,73.152,8.438,33.2,2
267,2020.01.11 14:15:06,89,15.8,73.152,8.438,33.2,2
276,2020.01.11 14:10:05,91,16,73.152,8.438,33.2,2
285,2020.01.11 14:05:04,87,16.4,73.152,8.438,33.2,2
293,2020.01.11 14:00:03,76,16.6,73.152,8.438,33.2,2
302,2020.01.11 13:55:03,79,15.6,73.152,8.438,33.2,2
311,2020.01.11 13:50:02,83,15.7,73.152,8.438,33.2,2
320,2020.01.11 13:45:02,75,17.3,73.152,8.438,33.2,2
329,2020.01.11 13:40:01,81,17,73.152,8.438,33.2,2
338,2020.01.11 13:35:01,70,17.3,73.152,8.438,33.2,2
347,2020.01.11 13:30:01,68,17,73.152,8.438,33.2,2
356,2020.01.11 13:25:00,62,18.3,73.152,8.438,33.2,2
365,2020.01.11 13:20:00,69,18.3,73.152,8.438,33.2,2
374,2020.01.11 13:15:00,68,17,73.152,8.438,33.2,2
383,2020.01.11 13:09:59,77,16.7,73.152,8.438,33.2,2
392,2020.01.11 13:04:59,75,17.2,73.152,8.438,33.2,2
401,2020.01.11 12:59:58,76,16.6,73.152,8.438,33.2,2
410,2020.01.11 12:54:58,78,16,73.152,8.438,33.2,2
419,2020.01.11 12:49:57,90,15.4,73.152,8.438,33.2,2
428,2020.01.11 12:44:57,87,14.8,73.152,8.438,33.2,2
437,2020.01.11 12:39:57,91,14.6,73.152,8.438,33.2,2
446,2020.01.11 12:34:57,91,14,73.152,8.438,33.2,2
455,2020.01.11 12:29:56,91,14.1,73.152,8.438,33.2,2
464,2020.01.11 12:24:56,91,13,73.152,8.438,33.2,2
473,2020.01.11 12:19:55,91,13.1,73.152,8.438,33.2,2
483,2020.01.11 12:14:55,90,12.9,66.667,7.875,33.2,2
492,2020.01.11 12:09:55,91,13.9,67.204,8.125,33.2,2
501,2020.01.11 12:04:54,91,14,65.054,8,33.2,2
510,2020.01.11 11:59:54,91,14.7,65.86,8.125,33.2,2
519,2020.01.11 11:54:54,91,13.9,66.667,8,33.2,2
528,2020.01.11 11:49:53,91,13.7,63.71,7.875,33.2,2
536,2020.01.11 11:44:53,91,15.4,66.398,7.875,33.2,2
545,2020.01.11 11:39:52,92,16,63.71,7.75,33.2,2
554,2020.01.11 11:34:52,88,16.2,66.129,7.688,33.2,2
563,2020.01.11 11:29:52,92,16.1,63.172,7.625,33.2,2
572,2020.01.11 11:24:51,92,16,66.129,7.563,33.2,2
581,2020.01.11 11:19:51,91,15.6,65.86,7.438,33.2,2
590,2020.01.11 11:14:51,91,15.5,66.667,7.375,33.2,2
599,2020.01.11 11:09:51,91,14.2,64.516,7.313,33.2,2
608,2020.01.11 11:04:50,91,14.4,65.054,7.25,33.2,2
616,2020.01.11 10:59:50,90,12.7,65.591,7.125,33.2,2
625,2020.01.11 10:54:50,89,11.7,64.516,7.125,33.2,2
633,2020.01.11 10:49:49,89,11.5,66.129,7.063,33.2,2
642,2020.01.11 10:44:49,89,11.3,66.129,6.938,33.2,2
651,2020.01.11 10:39:48,90,12.4,64.516,6.875,33.2,2
660,2020.01.11 10:34:48,90,12.7,66.129,6.813,33.2,2
669,2020.01.11 10:29:48,90,12.4,67.473,6.688,33.2,2
678,2020.01.11 10:24:47,90,12.3,64.247,6.625,33.2,2
687,2020.01.11 10:19:47,90,12.3,66.667,6.5,33.2,2
696,2020.01.11 10:14:47,90,12.4,63.978,6.5,33.2,2
705,2020.01.11 10:09:46,91,13,65.591,6.188,33.2,2
714,2020.01.11 10:04:46,91,13,64.247,6.25,33.2,2
723,2020.01.11 09:59:46,90,12.2,65.86,5.938,33.2,2
732,2020.01.11 09:54:45,90,12.4,65.323,6.125,33.2,2
741,2020.01.11 09:49:45,89,11.7,66.667,6.063,33.2,2
750,2020.01.11 09:44:44,88,10.4,67.204,5.938,33.2,2
759,2020.01.11 09:39:44,88,10.4,67.473,5.875,33.2,2
768,2020.01.11 09:34:44,88,10.5,65.591,5.813,33.2,2
774,2020.01.11 09:04:35,88,9.8,66.667,5.438,33.2,2
782,2020.01.11 08:59:36,88,10,66.398,5.313,33.2,2
791,2020.01.11 08:54:35,88,9.4,65.591,5.313,33.2,2
804,2020.01.11 00:36:52,87,3.7,66.398,5.813,33.2,2
813,2020.01.11 00:31:51,87,3.8,66.667,5.75,33.2,2
822,2020.01.11 00:26:51,87,3.9,67.742,5.813,33.2,2
831,2020.01.11 00:21:51,87,4,65.86,5.875,33.2,2
840,2020.01.11 00:16:50,87,4,65.323,5.875,33.2,2
849,2020.01.11 00:11:50,87,3.9,66.398,5.875,33.2,2
858,2020.01.11 00:06:50,87,3.8,66.398,5.938,33.2,2
867,2020.01.11 00:01:49,87,3.7,67.473,5.938,33.2,2
876,2020.01.10 23:56:49,87,3.9,66.667,6,33.2,2
885,2020.01.10 23:51:48,87,3.9,65.86,5.938,33.2,2
894,2020.01.10 23:46:47,87,3.9,66.667,6,33.2,2
903,2020.01.10 23:41:43,87,4.2,63.978,6.063,33.2,2
912,2020.01.10 23:36:43,87,4.6,64.785,6.063,33.2,2
921,2020.01.10 23:31:43,87,4.9,66.667,6.125,33.2,2
930,2020.01.10 23:26:42,87,4.8,67.473,6.125,33.2,2
939,2020.01.10 23:21:42,88,5.1,63.71,6.125,33.2,2
948,2020.01.10 23:16:42,87,4.8,66.129,6.188,33.2,2
957,2020.01.10 23:11:41,87,4.5,66.667,6.188,33.2,2
966,2020.01.10 23:06:41,88,5.1,65.86,6.188,33.2,2
975,2020.01.10 23:01:41,88,5.2,64.785,6.25,33.2,2
984,2020.01.10 22:56:40,88,5.2,66.667,6.313,33.2,2
993,2020.01.10 22:51:39,88,5.1,65.86,6.25,33.2,2
1002,2020.01.10 22:46:39,88,5.7,68.28,6.313,33.2,2
1011,2020.01.10 22:41:39,88,5.1,66.667,6.375,33.2,2
1020,2020.01.10 22:36:39,87,4.9,63.441,6.313,33.2,2
1029,2020.01.10 22:31:38,87,4.9,67.742,6.375,33.2,2
1038,2020.01.10 22:26:38,88,5.2,63.71,6.375,33.2,2
1047,2020.01.10 22:21:37,88,5.5,65.86,6.438,33.2,2
1056,2020.01.10 22:16:37,88,5.5,67.204,6.438,33.2,2
1065,2020.01.10 22:11:36,88,5.7,66.935,6.5,33.2,2
1074,2020.01.10 22:06:36,88,5.4,64.516,6.563,33.2,2
1083,2020.01.10 22:01:36,87,4.5,65.86,6.375,33.2,2
1092,2020.01.10 21:56:35,88,5.9,65.591,6.563,33.2,2
1101,2020.01.10 21:51:35,88,6,67.473,6.625,33.2,2
1110,2020.01.10 21:46:34,88,6,67.742,6.688,33.2,2
1119,2020.01.10 21:41:34,88,5.8,66.667,6.688,33.2,2
1128,2020.01.10 21:36:34,88,5.9,64.785,6.688,33.2,2
1137,2020.01.10 21:31:33,88,5.8,65.591,6.688,33.2,2
1146,2020.01.10 21:26:33,88,5.9,63.978,6.813,33.2,2
1155,2020.01.10 21:21:34,88,5.8,65.591,6.875,33.2,2
1164,2020.01.10 21:16:32,88,6,67.204,6.875,33.2,2
1173,2020.01.10 21:11:32,88,5.6,67.742,6.875,33.2,2
1182,2020.01.10 21:06:31,88,5.5,67.204,6.938,33.2,2
1191,2020.01.10 21:01:31,88,5.5,66.935,6.875,33.2,2
1200,2020.01.10 20:56:30,88,5.8,66.398,7.063,33.2,2
1209,2020.01.10 20:51:30,88,6.1,65.591,7.063,33.2,2
1218,2020.01.10 20:46:30,88,6.2,66.667,7.125,33.2,2
1227,2020.01.10 20:41:29,88,6.2,66.667,7.125,33.2,2
1236,2020.01.10 20:36:29,88,6.2,67.204,7.063,33.2,2
1244,2020.01.10 20:31:28,88,6.7,63.71,7.188,33.2,2
1253,2020.01.10 20:26:28,88,6.8,67.473,7.313,33.2,2
1262,2020.01.10 20:21:27,88,6.8,66.398,7.313,33.2,2
1271,2020.01.10 20:16:27,88,6.7,67.204,7.375,33.2,2
1280,2020.01.10 20:11:26,88,7.2,65.054,7.375,33.2,2
1289,2020.01.10 20:06:27,88,6.9,67.742,7.438,33.2,2
1298,2020.01.10 20:01:26,88,7.3,65.86,7.5,33.2,2
1307,2020.01.10 19:56:25,88,7.6,66.667,7.5,33.2,2
1315,2020.01.10 19:51:25,88,8.2,65.323,7.563,33.2,2
1322,2020.01.10 19:46:25,88,8.5,67.742,7.625,33.2,2
1331,2020.01.10 19:41:25,88,8.5,67.204,7.5,33.2,2
1340,2020.01.10 19:36:24,88,8.2,65.323,7.625,33.2,2
1356,2020.01.10 19:26:23,88,8.4,63.441,7.813,33.2,2
1365,2020.01.10 19:21:22,88,8.7,65.86,7.688,33.2,2
1374,2020.01.10 19:16:21,88,8.6,66.935,7.688,33.2,2
1383,2020.01.10 19:11:21,88,9,65.591,7.813,33.2,2
1392,2020.01.10 19:06:21,88,9.2,64.516,7.938,33.2,2
1401,2020.01.10 19:01:20,88,9,65.323,7.813,33.2,2
1410,2020.01.10 18:56:20,88,9.1,65.323,7.875,33.2,2
1418,2020.01.10 18:51:19,88,9.5,66.935,8,33.2,2
1427,2020.01.10 18:46:19,88,9.6,65.323,7.938,33.2,2
1436,2020.01.10 18:41:18,88,10,65.323,8,33.2,2
1445,2020.01.10 18:36:18,88,10.2,64.785,8.063,33.2,2
1454,2020.01.10 18:31:17,88,9.9,65.323,8.188,33.2,2
1463,2020.01.10 18:26:17,88,10,65.86,8.125,33.2,2
1472,2020.01.10 18:21:17,88,9.7,65.054,8.063,33.2,2
1481,2020.01.10 18:16:17,88,9.9,65.054,8.375,33.2,2
1490,2020.01.10 18:11:16,88,10.5,64.516,8.313,33.2,2
1499,2020.01.10 18:06:16,89,11.2,65.86,8.375,33.2,2
1508,2020.01.10 18:01:15,80,10.9,65.591,8.375,33.2,2
1517,2020.01.10 17:56:15,74,12,65.323,8.625,33.2,2
1526,2020.01.10 17:51:14,77,12,65.323,8.563,33.2,2
1535,2020.01.10 17:46:14,78,11.6,66.667,8.688,33.2,2
1544,2020.01.10 17:41:13,80,11.5,66.935,8.75,33.2,2
1553,2020.01.10 17:36:13,81,11.3,65.054,8.875,33.2,2
1562,2020.01.10 17:31:13,82,11,66.129,8.938,33.2,2
1571,2020.01.10 17:26:12,75,11.7,66.935,8.875,33.2,2
1580,2020.01.10 17:21:12,69,13,65.323,8.875,33.2,2
1589,2020.01.10 17:16:11,62,14.4,66.667,8.938,33.2,2
1597,2020.01.10 17:11:11,63,14.4,66.667,8.688,33.2,2
1606,2020.01.10 17:06:10,58,15.6,64.247,9.063,33.2,2
1615,2020.01.10 17:01:10,58,15.5,65.054,8.875,33.2,2
1624,2020.01.10 16:56:10,57,15.8,66.667,9.063,33.2,2
1633,2020.01.10 16:51:09,54,16.6,66.398,8.5,33.2,2
1642,2020.01.10 16:46:09,54,16.7,65.054,9.188,33.2,2
1651,2020.01.10 16:41:08,53,17.2,66.398,9.188,33.2,2
1659,2020.01.10 16:36:08,52,17.7,65.054,9.188,33.2,2
1668,2020.01.10 16:31:08,49,17.9,66.398,9.375,33.2,2
1677,2020.01.10 16:26:07,47,18.8,65.323,9.438,33.2,2
1686,2020.01.10 16:21:07,45,19.2,65.323,9.375,33.2,2
1695,2020.01.10 16:16:07,44,19.9,65.591,9.375,33.2,2
1704,2020.01.10 16:11:06,41,21.4,65.054,9.375,33.2,2
1713,2020.01.10 16:06:06,39,20.8,65.591,9.438,33.2,2
1722,2020.01.10 16:01:06,42,20.9,67.204,9.438,33.2,2
1731,2020.01.10 15:56:05,43,21,65.054,9.5,33.2,2
1740,2020.01.10 15:51:05,40,21.8,66.935,9.438,33.2,2
1749,2020.01.10 15:46:05,38,21.9,65.054,9.375,33.2,2
1758,2020.01.10 15:41:04,35,22.4,64.516,9.375,33.2,2
1767,2020.01.10 15:36:04,32,24.5,66.129,9.438,33.2,2
1776,2020.01.10 15:31:04,35,24,63.172,9.063,33.2,2
1785,2020.01.10 15:26:03,35,22.9,63.71,9.375,33.2,2
1794,2020.01.10 15:21:03,33,23.5,65.054,9.438,33.2,2
1803,2020.01.10 15:16:02,32,24.4,65.323,9.063,33.2,2
1812,2020.01.10 15:11:02,29,23.8,66.667,9.375,33.2,2
1821,2020.01.10 15:06:01,29,24.3,65.054,9.375,33.2,2
1830,2020.01.10 15:01:01,28,25.9,65.323,9.063,33.2,2
1839,2020.01.10 14:56:00,28,23.5,66.935,9.375,33.2,2
1848,2020.01.10 14:51:00,24,26,66.129,9.313,33.2,2
1857,2020.01.10 14:46:00,25,24.3,63.441,9.313,33.2,2
1866,2020.01.10 14:41:00,23,24.8,67.204,9.313,33.2,2
1875,2020.01.10 14:35:59,18,29.2,63.978,9.25,33.2,2
1884,2020.01.10 14:30:58,27,26.1,63.172,9.25,33.2,2
