,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
0,2020.01.13 11:13:39,88,9.1,84.585,9.688,33.2,4
10,2020.01.12 13:48:10,92,16.3,73.913,11.688,33.2,4
18,2020.01.12 13:41:05,81,17.6,71.542,11.5,33.2,4
27,2020.01.12 13:36:05,82,17.8,73.913,11.688,33.2,4
36,2020.01.12 13:31:04,92,16.9,73.123,11.625,33.2,4
53,2020.01.12 13:00:53,92,16.2,74.308,11.688,33.2,4
62,2020.01.12 12:55:52,92,16.7,73.913,11.75,33.2,4
71,2020.01.12 12:50:51,88,16.5,70.751,11.688,33.2,4
80,2020.01.12 12:45:51,92,16,74.308,11.438,33.2,4
89,2020.01.12 12:40:50,92,16.2,73.123,11.688,33.2,4
98,2020.01.12 12:35:49,91,15.2,72.332,11.625,33.2,4
107,2020.01.12 12:30:49,91,14.5,76.285,11.563,33.2,4
116,2020.01.12 12:25:49,91,14.1,71.542,11.5,33.2,4
125,2020.01.12 12:20:48,91,15.1,73.913,11.438,33.2,4
134,2020.01.12 12:15:47,91,15.5,70.751,11.188,33.2,4
143,2020.01.12 12:10:46,91,15.5,71.146,11.188,33.2,4
152,2020.01.12 12:05:42,91,14.3,73.123,11,33.2,4
160,2020.01.12 12:00:41,91,15.4,74.704,10.875,33.2,4
169,2020.01.12 11:55:42,91,14.9,72.332,10.938,33.2,4
179,2020.01.12 11:50:40,91,15.1,72.332,10.625,33.2,4
188,2020.01.12 11:45:39,91,14.1,74.308,10.75,33.2,4
197,2020.01.12 11:40:38,91,14.1,73.913,10.75,33.2,4
206,2020.01.12 11:35:38,91,13.9,73.913,10.5,33.2,4
215,2020.01.12 11:30:37,91,13.6,75.494,10.375,33.2,4
227,2020.01.11 14:38:23,91,13.1,73.152,8.438,33.2,4
236,2020.01.11 14:33:22,91,13.7,73.152,8.438,33.2,4
245,2020.01.11 14:28:21,91,15.3,73.152,8.438,33.2,4
254,2020.01.11 14:23:21,91,15.6,73.152,8.438,33.2,4
263,2020.01.11 14:18:20,91,15.8,73.152,8.438,33.2,4
272,2020.01.11 14:13:19,88,15.8,73.152,8.438,33.2,4
281,2020.01.11 14:08:19,88,15.8,73.152,8.438,33.2,4
