,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
7,2019.12.12 16:15:13,91,13.7,71.968,24.625,33.2,7
16,2019.12.12 16:10:13,91,14.1,41.414,12.375,33.2,7
30,2019.12.12 16:00:12,91,13.9,40.404,12.375,33.2,7
39,2019.12.12 15:55:11,91,13.7,42.424,12.375,33.2,7
41,2019.12.12 15:50:11,91,13.8,71.968,12.375,33.2,7
49,2019.12.12 15:40:10,91,14.3,39.394,12.375,33.2,7
57,2019.12.12 15:35:10,91,15,67.927,24.75,33.2,7
66,2019.12.12 15:30:10,91,14.5,41.414,12.438,33.2,7
75,2019.12.12 15:25:09,91,14.7,36.364,12.438,33.2,7
84,2019.12.12 15:20:09,91,15,37.499,12.375,33.2,7
93,2019.12.12 15:15:09,91,14.8,79.798,12.438,33.2,7
102,2019.12.12 15:10:08,91,15.2,41.414,12.438,33.2,7
111,2019.12.12 15:05:08,91,15.2,39.394,12.438,33.2,7
120,2019.12.12 15:00:07,92,16.9,39.394,12.438,33.2,7
129,2019.12.12 14:55:07,92,16.9,38.384,12.438,33.2,7
137,2019.12.12 14:50:07,92,17,38.889,24.875,33.2,7
146,2019.12.12 14:45:06,92,17,,,33.2,7
155,2019.12.12 14:40:06,91,17.2,,24.875,33.2,7
163,2019.12.12 14:35:06,88,17.4,38.384,12.438,33.2,7
172,2019.12.12 14:30:04,85,17.6,37.879,12.438,33.2,7
181,2019.12.12 14:25:04,83,17.9,36.364,12.438,33.2,7
190,2019.12.12 14:20:04,84,17.7,67.927,12.5,33.2,7
199,2019.12.12 14:15:03,84,17.6,39.394,12.375,33.2,7
208,2019.12.12 14:10:03,82,17.7,78.789,12.375,33.2,7
217,2019.12.12 14:05:03,83,17.8,38.384,12.375,33.2,7
225,2019.12.12 14:00:02,84,17.6,37.879,12.25,33.2,7
234,2019.12.12 13:55:02,86,17.3,33.838,12.25,33.2,7
243,2019.12.12 13:50:01,91,16.9,,12.313,33.2,7
252,2019.12.12 13:45:01,83,17.4,32.828,12.188,33.2,7
261,2019.12.12 13:40:00,85,17.3,36.364,12.25,33.2,7
270,2019.12.12 13:35:00,86,16.6,76.769,12.125,33.2,7
279,2019.12.12 13:30:00,85,16.9,39.394,12.188,33.2,7
287,2019.12.12 13:25:00,85,17.4,39.394,12.063,33.2,7
295,2019.12.12 13:19:59,87,17.3,37.499,12.063,33.2,7
304,2019.12.12 13:14:59,83,17.9,37.879,12.063,33.2,7
313,2019.12.12 13:09:58,84,17.8,35.859,11.938,33.2,7
322,2019.12.12 13:04:58,89,17.1,,,33.2,7
331,2019.12.12 12:59:58,86,17.2,39.394,11.875,33.2,7
340,2019.12.12 12:54:57,79,17.7,75.758,11.75,33.2,7
349,2019.12.12 12:49:57,79,18.2,33.838,11.813,33.2,7
358,2019.12.12 12:44:56,80,17.6,38.889,23.5,33.2,7
367,2019.12.12 12:39:56,81,17.2,40.909,11.563,33.2,7
375,2019.12.12 12:34:56,80,17.4,37.879,11.563,33.2,7
384,2019.12.12 12:29:55,79,17.3,69.697,23.125,33.2,7
393,2019.12.12 12:24:55,83,17.1,37.374,11.438,33.2,7
402,2019.12.12 12:19:55,87,17,39.394,11.313,33.2,7
411,2019.12.12 12:14:55,89,16.5,38.384,11.25,33.2,7
420,2019.12.12 12:09:54,89,16.7,,,33.2,7
429,2019.12.12 12:04:54,90,16.8,75.758,11.188,33.2,7
437,2019.12.12 11:59:53,92,16,41.414,11.063,33.2,7
446,2019.12.12 11:54:55,91,15.4,78.789,22.125,33.2,7
455,2019.12.12 11:49:53,91,15,,,33.2,7
464,2019.12.12 11:44:52,91,14.6,74.997,22,33.2,7
473,2019.12.12 11:39:52,91,14.2,42.424,11,33.2,7
482,2019.12.12 11:34:51,91,14.2,39.394,21.875,33.2,7
491,2019.12.12 11:29:51,91,14.3,36.364,10.938,33.2,7
500,2019.12.12 11:24:50,91,14.1,41.414,21.875,33.2,7
509,2019.12.12 11:19:50,91,14.1,38.384,-10.875,33.2,7
518,2019.12.12 11:14:50,91,14.6,72.978,21.75,33.2,7
525,2019.12.12 11:09:49,91,14.2,37.499,21.875,33.2,7
534,2019.12.12 11:04:48,91,13.6,74.997,,33.2,7
543,2019.12.12 10:59:48,91,13.7,41.414,10.938,33.2,7
552,2019.12.12 10:54:48,91,13.6,37.879,10.875,33.2,7
561,2019.12.12 10:49:47,91,13.1,37.499,10.875,33.2,7
570,2019.12.12 10:44:47,90,12.8,39.394,21.625,33.2,7
579,2019.12.12 10:39:46,91,13.2,36.364,10.875,33.2,7
587,2019.12.12 10:34:46,91,13.3,38.889,10.813,33.2,7
596,2019.12.12 10:29:46,91,13.3,39.899,10.813,33.2,7
605,2019.12.12 10:24:45,90,12.4,33.333,21.625,33.2,7
613,2019.12.12 10:19:44,91,13.7,,,33.2,7
622,2019.12.12 10:14:44,91,14.1,37.499,21.5,33.2,7
631,2019.12.12 10:09:44,91,14.2,38.384,10.625,33.2,7
639,2019.12.12 10:04:43,91,14.1,38.889,10.563,33.2,7
648,2019.12.12 09:59:43,91,13.9,36.489,10.5,33.2,7
657,2019.12.12 09:54:43,91,13.9,34.848,10.438,33.2,7
666,2019.12.12 09:49:42,91,14.1,40.404,20.75,33.2,7
675,2019.12.12 09:44:42,91,14.3,,,33.2,7
684,2019.12.12 09:39:44,91,13.6,38.384,10.375,33.2,7
693,2019.12.12 09:34:41,91,13.2,35.984,10.313,33.2,7
702,2019.12.12 09:29:41,91,13.1,39.394,10.25,33.2,7
711,2019.12.12 09:24:40,91,13.4,,,33.2,7
720,2019.12.12 09:19:40,91,13.3,39.394,10.188,33.2,7
729,2019.12.12 09:14:39,91,13.6,38.384,10.063,33.2,7
738,2019.12.12 09:09:39,91,13.3,41.414,10.063,33.2,7
747,2019.12.12 09:04:39,90,12.8,78.788,10,33.2,7
756,2019.12.12 08:59:38,91,13.3,,-19.875,33.2,7
764,2019.12.12 08:54:38,91,13.1,69.947,19.875,33.2,7
773,2019.12.12 08:49:37,90,12.8,78.789,-19.625,33.2,7
782,2019.12.12 08:44:37,90,12.9,79.798,9.813,33.2,7
791,2019.12.12 08:39:36,90,12.7,37.879,9.75,33.2,7
800,2019.12.12 08:34:36,90,12.4,41.414,19.375,33.2,7
809,2019.12.12 08:29:35,90,12.3,36.489,9.625,33.2,7
818,2019.12.12 08:24:35,90,12,41.414,-9.563,33.2,7
827,2019.12.12 08:19:34,90,12,39.394,9.563,33.2,7
836,2019.12.12 08:14:34,89,11.8,,-19,33.2,7
845,2019.12.12 08:09:34,89,11.6,,-18.875,33.2,7
854,2019.12.12 08:04:33,89,11.4,,-18.875,33.2,7
863,2019.12.12 07:59:33,89,11,75.758,18.875,33.2,7
