,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
1,2020.01.13 11:13:00,88,9,91.333,8.938,33.2,7
11,2020.01.12 13:48:09,92,16.5,72.667,10.313,33.2,7
19,2020.01.12 13:40:27,82,17.6,74,10.25,33.2,7
28,2020.01.12 13:35:32,84,17.7,74.918,10.188,33.2,7
37,2020.01.12 13:30:25,92,16.7,70.667,10.188,33.2,7
46,2020.01.12 13:05:13,91,15.6,73,10.188,33.2,7
55,2020.01.12 13:00:13,92,16.1,74.667,10.125,33.2,7
64,2020.01.12 12:55:12,92,16.4,72.667,10.063,33.2,7
73,2020.01.12 12:50:12,88,16.6,72.667,10,33.2,7
82,2020.01.12 12:45:10,91,15.9,72.333,9.938,33.2,7
91,2020.01.12 12:40:10,92,16,73.668,9.875,33.2,7
100,2020.01.12 12:35:09,91,14.9,73.333,9.875,33.2,7
109,2020.01.12 12:30:09,91,14.4,73,9.875,33.2,7
118,2020.01.12 12:25:08,91,14.2,73,9.75,33.2,7
127,2020.01.12 12:20:08,91,15.3,74.667,9.625,33.2,7
136,2020.01.12 12:15:07,91,15.5,73.918,19.25,33.2,7
145,2020.01.12 12:10:06,91,15.5,72.918,9.5,33.2,7
153,2020.01.12 12:05:06,91,14.3,74,9.438,33.2,7
162,2020.01.12 12:00:05,91,15.4,74.333,9.375,33.2,7
171,2020.01.12 11:55:04,91,15.1,73,9.313,33.2,7
180,2020.01.12 11:50:04,91,14.9,73,9.313,33.2,7
189,2020.01.12 11:45:03,91,14,71.667,9.25,33.2,7
198,2020.01.12 11:40:02,91,14.2,74.667,9.219,33.2,7
207,2020.01.12 11:35:02,91,13.9,72.667,9.188,33.2,7
216,2020.01.12 11:30:01,91,13.6,72,9.125,33.2,7
228,2020.01.11 14:37:50,91,13.2,73.152,8.438,33.2,7
237,2020.01.11 14:32:49,91,13.7,73.152,8.438,33.2,7
246,2020.01.11 14:27:49,91,15.1,73.152,8.438,33.2,7
255,2020.01.11 14:22:48,91,15.7,73.152,8.438,33.2,7
264,2020.01.11 14:17:47,91,15.8,73.152,8.438,33.2,7
273,2020.01.11 14:12:47,89,15.9,73.152,8.438,33.2,7
282,2020.01.11 14:07:46,87,15.7,73.152,8.438,33.2,7
290,2020.01.11 14:02:45,83,16.7,73.152,8.438,33.2,7
299,2020.01.11 13:57:45,77,16.8,73.152,8.438,33.2,7
308,2020.01.11 13:52:44,83,15.6,73.152,8.438,33.2,7
317,2020.01.11 13:47:43,76,17.3,73.152,8.438,33.2,7
326,2020.01.11 13:42:42,78,17.3,73.152,8.438,33.2,7
335,2020.01.11 13:37:42,75,17.3,73.152,8.438,33.2,7
344,2020.01.11 13:32:41,67,17.2,73.152,8.438,33.2,7
353,2020.01.11 13:27:40,66,17.2,73.152,8.438,33.2,7
362,2020.01.11 13:22:40,65,18.7,73.152,8.438,33.2,7
371,2020.01.11 13:17:39,68,17.8,73.152,8.438,33.2,7
380,2020.01.11 13:12:38,73,17,73.152,8.438,33.2,7
389,2020.01.11 13:07:38,72,16.4,73.152,8.438,33.2,7
398,2020.01.11 13:02:37,73,16.8,73.152,8.438,33.2,7
407,2020.01.11 12:57:37,88,15.6,73.152,8.438,33.2,7
416,2020.01.11 12:52:36,91,15.9,73.152,8.438,33.2,7
425,2020.01.11 12:47:35,91,15.4,73.152,8.438,33.2,7
434,2020.01.11 12:42:35,91,15.2,73.152,8.438,33.2,7
443,2020.01.11 12:37:34,91,14.4,73.152,8.438,33.2,7
452,2020.01.11 12:32:33,91,14.2,73.152,8.438,33.2,7
461,2020.01.11 12:27:33,91,13.7,73.152,8.438,33.2,7
470,2020.01.11 12:22:32,91,13,73.152,8.438,33.2,7
479,2020.01.11 12:17:32,90,12.9,73.152,8.438,33.2,7
489,2020.01.11 12:12:31,91,13.1,74,8.313,33.2,7
498,2020.01.11 12:07:30,91,14.1,71.667,8.188,33.2,7
507,2020.01.11 12:02:29,91,14.3,73.333,8.063,33.2,7
516,2020.01.11 11:57:29,91,14.1,73,8,33.2,7
525,2020.01.11 11:52:28,91,13.3,73.917,7.938,33.2,7
533,2020.01.11 11:47:28,91,14.8,72.333,8,33.2,7
542,2020.01.11 11:42:27,90,15.4,74,7.875,33.2,7
551,2020.01.11 11:37:26,89,16.2,72.333,7.813,33.2,7
560,2020.01.11 11:32:26,90,16.3,75,7.75,33.2,7
569,2020.01.11 11:27:25,90,15.9,73.333,7.625,33.2,7
578,2020.01.11 11:22:24,91,15.8,73.917,7.5,33.2,7
587,2020.01.11 11:17:24,91,15.4,73.333,7.5,33.2,7
596,2020.01.11 11:12:23,91,15,74.667,7.375,33.2,7
605,2020.01.11 11:07:22,91,14.4,75,7.313,33.2,7
613,2020.01.11 11:02:22,91,13.5,75,7.25,33.2,7
622,2020.01.11 10:57:21,89,11.9,73.333,7.125,33.2,7
630,2020.01.11 10:52:21,89,11.3,73.667,7.125,33.2,7
639,2020.01.11 10:47:20,89,11.6,72.333,7.063,33.2,7
648,2020.01.11 10:42:20,89,11.9,76,7,33.2,7
657,2020.01.11 10:37:19,90,12.9,74.918,6.813,33.2,7
666,2020.01.11 10:32:18,90,12.3,72,6.813,33.2,7
675,2020.01.11 10:27:17,90,12.5,74.333,6.75,33.2,7
684,2020.01.11 10:22:17,90,12.4,74.25,6.625,33.2,7
693,2020.01.11 10:17:16,90,12.4,74,6.563,33.2,7
702,2020.01.11 10:12:16,90,12.7,74,6.438,33.2,7
720,2020.01.11 10:02:14,90,12.3,74.667,6.25,33.2,7
729,2020.01.11 09:57:14,90,12.4,74.333,6.25,33.2,7
738,2020.01.11 09:52:13,89,11.9,72,6.063,33.2,7
747,2020.01.11 09:47:13,89,11.1,73.667,6,33.2,7
756,2020.01.11 09:42:12,88,10.7,75.333,5.875,33.2,7
765,2020.01.11 09:37:11,88,10.2,75.667,5.75,33.2,7
