,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
9,2020.01.12 13:48:11,92,16.4,74.4,9.813,33.2,8
17,2020.01.12 13:41:42,79,17.5,76,9.688,33.2,8
26,2020.01.12 13:36:41,80,17.8,71.6,9.625,33.2,8
35,2020.01.12 13:31:41,92,16.9,81.2,9.563,33.2,8
43,2020.01.12 13:06:29,89,15.6,75.6,9.625,33.2,8
52,2020.01.12 13:01:28,92,16.1,73.6,9.438,33.2,8
61,2020.01.12 12:56:28,91,16.6,75.6,9.563,33.2,8
70,2020.01.12 12:51:27,87,16.4,73.6,9.313,33.2,8
79,2020.01.12 12:46:26,92,16.1,72.4,9.375,33.2,8
88,2020.01.12 12:41:25,92,16.2,70.8,9.438,33.2,8
97,2020.01.12 12:36:25,91,15.2,75.2,9.188,33.2,8
106,2020.01.12 12:31:24,91,14.6,74.4,9.188,33.2,8
115,2020.01.12 12:26:23,91,14.1,79.2,9.313,33.2,8
124,2020.01.12 12:21:22,91,15.1,74.8,9.188,33.2,8
133,2020.01.12 12:16:22,91,15.6,71.2,9,33.2,8
142,2020.01.12 12:11:21,91,15.6,79.2,9.125,33.2,8
151,2020.01.12 12:06:20,91,14.2,74.4,9.125,33.2,8
159,2020.01.12 12:01:19,91,15,74,8.875,33.2,8
168,2020.01.12 11:56:18,91,15.1,74.4,8.938,33.2,8
177,2020.01.12 11:51:18,91,15.2,75.2,8.813,33.2,8
186,2020.01.12 11:46:17,91,14.1,75.2,8.813,33.2,8
195,2020.01.12 11:41:16,91,14.1,73.6,8.688,33.2,8
204,2020.01.12 11:36:16,91,13.9,72,8.75,33.2,8
213,2020.01.12 11:31:15,91,13.6,71.6,8.688,33.2,8
222,2020.01.12 11:26:12,91,13.7,74.4,8.688,33.2,8
223,2020.01.12 11:06:01,90,12.4,74,8.563,33.2,8
226,2020.01.11 14:38:52,91,13.1,73.152,8.438,33.2,8
235,2020.01.11 14:33:51,91,13.5,73.152,8.438,33.2,8
244,2020.01.11 14:28:50,91,15,73.152,8.438,33.2,8
253,2020.01.11 14:23:50,91,15.7,73.152,8.438,33.2,8
262,2020.01.11 14:18:49,91,15.7,73.152,8.438,33.2,8
271,2020.01.11 14:13:51,89,15.9,73.152,8.438,33.2,8
280,2020.01.11 14:08:48,90,16,73.152,8.438,33.2,8
288,2020.01.11 14:03:47,84,16.3,73.152,8.438,33.2,8
297,2020.01.11 13:58:46,75,16.8,73.152,8.438,33.2,8
306,2020.01.11 13:53:45,76,15.6,73.152,8.438,33.2,8
315,2020.01.11 13:48:45,74,16,73.152,8.438,33.2,8
324,2020.01.11 13:43:44,72,17.3,73.152,8.438,33.2,8
333,2020.01.11 13:38:43,75,17,73.152,8.438,33.2,8
342,2020.01.11 13:33:43,68,17.1,73.152,8.438,33.2,8
351,2020.01.11 13:28:42,70,16.9,73.152,8.438,33.2,8
360,2020.01.11 13:23:41,58,18.7,73.152,8.438,33.2,8
369,2020.01.11 13:18:40,70,17.9,73.152,8.438,33.2,8
378,2020.01.11 13:13:40,69,17,73.152,8.438,33.2,8
387,2020.01.11 13:08:39,78,16.2,73.152,8.438,33.2,8
396,2020.01.11 13:03:39,73,16.9,73.152,8.438,33.2,8
405,2020.01.11 12:58:38,81,16,73.152,8.438,33.2,8
414,2020.01.11 12:53:37,85,16.6,73.152,8.438,33.2,8
423,2020.01.11 12:48:36,91,15.9,73.152,8.438,33.2,8
432,2020.01.11 12:43:35,91,15.1,73.152,8.438,33.2,8
441,2020.01.11 12:38:35,91,14.7,73.152,8.438,33.2,8
450,2020.01.11 12:33:34,91,13.9,73.152,8.438,33.2,8
459,2020.01.11 12:28:33,91,13.7,73.152,8.438,33.2,8
468,2020.01.11 12:23:32,90,12.9,73.152,8.438,33.2,8
477,2020.01.11 12:18:31,91,13,73.152,8.438,33.2,8
487,2020.01.11 12:13:31,91,13.1,84.4,7.938,33.2,8
496,2020.01.11 12:08:30,91,14.3,76.8,7.625,33.2,8
505,2020.01.11 12:03:29,91,14.2,74.4,7.75,33.2,8
