,Date/Time,Air Moisture,Air Temperature,Soil Moisture,Soil Temperature,Unnamed: 5,pole_no
5501,2019.12.24 13:11:11,81.0,17.0,76.305,11.187999999999999,33.2,3
5509,2019.12.24 13:06:11,80.0,16.7,80.321,11.0,33.2,3
5517,2019.12.24 13:01:10,75.0,16.9,75.502,10.75,33.2,3
5525,2019.12.24 12:56:10,70.0,18.6,78.313,10.75,33.2,3
5533,2019.12.24 12:51:09,63.0,21.0,76.707,10.625,33.2,3
5541,2019.12.24 12:46:09,68.0,19.1,94.37799999999999,10.437999999999999,33.2,3
5549,2019.12.24 12:41:08,61.0,21.1,80.723,10.375,33.2,3
5557,2019.12.24 12:36:07,65.0,19.4,80.723,10.312999999999999,33.2,3
5566,2019.12.24 12:31:06,79.0,16.7,82.329,10.187999999999999,33.2,3
5575,2019.12.24 12:26:05,68.0,18.9,82.329,9.875,33.2,3
5583,2019.12.24 12:21:04,76.0,18.9,77.51,9.937999999999999,33.2,3
5593,2019.12.24 12:16:03,73.0,18.5,78.313,9.75,33.2,3
