,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
2788,2019.11.25 11:14:55,58,23.8,4.297,22.5,33.2,3
2789,2019.11.25 11:09:55,58,23.7,3.906,22.438,33.2,3
2791,2019.11.25 10:59:53,58,23.3,3.906,22.438,33.2,3
2792,2019.11.25 10:54:53,58,23.4,3.906,22.313,33.2,3
2793,2019.11.25 10:49:52,58,23.3,1.563,22.125,33.2,3
2794,2019.11.25 10:44:51,58,23.1,0.391,22.25,33.2,3
2795,2019.11.25 10:39:52,58,23.1,2.734,22.125,33.2,3
2796,2019.11.25 10:34:51,58,23.1,1.563,22,33.2,3
2797,2019.11.25 10:29:50,58,23.1,3.516,22.25,33.2,3
2799,2019.11.25 10:19:48,58,23.1,3.125,22.188,33.2,3
2800,2019.11.25 10:14:48,58,23,0.391,22.125,33.2,3
2801,2019.11.25 10:09:47,58,23,1.563,22.063,33.2,3
2802,2019.11.25 10:04:46,58,23,3.125,22.188,33.2,3
2803,2019.11.25 09:59:45,58,23.2,0.391,22.188,33.2,3
2804,2019.11.25 09:54:45,58,23,1.563,22.063,33.2,3
2805,2019.11.25 09:44:41,58,23,3.125,21.875,33.2,3
2806,2019.11.25 09:39:41,58,23,3.516,21.75,33.2,3
2808,2019.11.22 13:06:56,50,24.4,0.391,23.688,33.2,3
2809,2019.11.22 12:31:51,51,24.1,0.391,23.438,33.2,3
2810,2019.11.22 12:26:46,51,24.1,1.563,23.438,33.2,3
2811,2019.11.22 12:21:46,51,24.1,0.391,23.563,33.2,3
2812,2019.11.22 12:16:45,51,24.1,0.391,23.563,33.2,3
2813,2019.11.22 12:11:44,51,24.2,3.516,23.563,33.2,3
2815,2019.11.22 12:01:43,51,24.1,0.391,23.563,33.2,3
2816,2019.11.22 11:56:42,51,24.1,1.953,23.625,33.2,3
2818,2019.11.22 11:46:42,51,24,3.125,23.625,33.2,3
2819,2019.11.22 11:41:40,51,24,1.563,23.5,33.2,3
2820,2019.11.22 11:36:39,51,23.9,3.125,23.5,33.2,3
2821,2019.11.22 11:31:39,51,23.9,3.906,23.313,33.2,3
2822,2019.11.22 11:26:38,52,23.8,2.344,23.25,33.2,3
2824,2019.11.22 11:16:36,52,23.8,2.344,22.938,33.2,3
2825,2019.11.22 11:11:36,52,23.8,1.953,22.813,33.2,3
2827,2019.11.22 11:01:20,51,23.7,0.391,22.438,33.2,3
2828,2019.11.22 11:01:09,52,23.7,4.688,22.375,33.2,3
2829,2019.11.22 11:00:59,52,23.6,1.563,22.375,33.2,3
2831,2019.11.22 11:00:10,52,23.7,3.516,22.375,33.2,3
2832,2019.11.22 11:00:00,52,23.7,4.688,22.438,33.2,3
