,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
5,2019.12.12 16:16:02,91,13.7,59.459,12.438,33.2,6
14,2019.12.12 16:11:01,91,14,58.301,12.5,33.2,6
28,2019.12.12 16:01:00,91,13.8,59.073,12.438,33.2,6
37,2019.12.12 15:55:59,91,13.8,59.846,12.375,33.2,6
47,2019.12.12 15:40:57,91,14.1,62.548,12.313,33.2,6
54,2019.12.12 15:35:55,91,15,58.687,12.5,33.2,6
63,2019.12.12 15:30:54,91,14.5,59.073,12.438,33.2,6
72,2019.12.12 15:25:54,91,14.7,61.39,12.313,33.2,6
81,2019.12.12 15:20:53,91,15.1,62.548,12.5,33.2,6
90,2019.12.12 15:15:52,91,14.6,61.004,12.438,33.2,6
99,2019.12.12 15:10:51,91,15.7,59.459,12.5,33.2,6
108,2019.12.12 15:05:51,91,14.8,60.618,12.375,33.2,6
117,2019.12.12 15:00:50,92,16.6,63.32,12.375,33.2,6
126,2019.12.12 14:55:49,92,17,62.162,12.625,33.2,6
134,2019.12.12 14:50:49,92,17.1,59.459,12.5,33.2,6
143,2019.12.12 14:45:48,92,17,60.618,12.563,33.2,6
152,2019.12.12 14:40:47,91,17.2,62.162,12.5,33.2,6
161,2019.12.12 14:35:47,88,17.4,61.39,12.438,33.2,6
170,2019.12.12 14:30:46,84,17.6,61.004,12.625,33.2,6
179,2019.12.12 14:25:45,83,17.7,57.143,12.563,33.2,6
188,2019.12.12 14:20:44,83,17.8,59.846,12.438,33.2,6
197,2019.12.12 14:15:44,84,17.6,64.093,12.438,33.2,6
206,2019.12.12 14:10:44,81,17.8,62.162,12.5,33.2,6
215,2019.12.12 14:05:42,83,17.6,61.776,12.375,33.2,6
223,2019.12.12 14:00:42,85,17.6,63.32,12.438,33.2,6
232,2019.12.12 13:55:41,86,17.3,60.618,12.313,33.2,6
241,2019.12.12 13:50:40,88,16.9,63.32,12.438,33.2,6
250,2019.12.12 13:45:39,83,17.5,61.39,12.313,33.2,6
259,2019.12.12 13:40:38,84,17.3,60.232,12.125,33.2,6
268,2019.12.12 13:35:38,85,16.6,62.934,12.188,33.2,6
277,2019.12.12 13:30:37,88,16.6,61.004,12.375,33.2,6
285,2019.12.12 13:25:36,80,17.2,61.776,12.188,33.2,6
293,2019.12.12 13:20:36,88,17.4,61.39,12.438,33.2,6
302,2019.12.12 13:15:35,82,17.7,59.459,12,33.2,6
311,2019.12.12 13:10:34,84,18,62.548,12.25,33.2,6
320,2019.12.12 13:05:34,89,17.4,61.776,12,33.2,6
329,2019.12.12 13:00:33,89,17,58.687,12.063,33.2,6
338,2019.12.12 12:55:32,81,17.8,62.162,11.938,33.2,6
347,2019.12.12 12:50:31,79,17.9,60.232,12.063,33.2,6
356,2019.12.12 12:45:30,79,17.6,62.934,11.813,33.2,6
365,2019.12.12 12:40:30,81,17.2,61.776,11.875,33.2,6
373,2019.12.12 12:35:29,79,17.2,57.529,11.75,33.2,6
382,2019.12.12 12:30:28,80,17.3,59.846,11.563,33.2,6
391,2019.12.12 12:25:27,83,17,59.846,11.5,33.2,6
400,2019.12.12 12:20:26,85,17.2,59.459,11.438,33.2,6
409,2019.12.12 12:15:26,89,16.6,59.073,11.5,33.2,6
418,2019.12.12 12:10:25,90,16.5,59.073,11.375,33.2,6
427,2019.12.12 12:05:25,88,16.9,62.548,11.25,33.2,6
435,2019.12.12 12:00:24,92,16,58.687,11.25,33.2,6
444,2019.12.12 11:55:23,91,15.5,61.776,10.938,33.2,6
453,2019.12.12 11:50:22,91,15.1,62.548,11,33.2,6
462,2019.12.12 11:45:22,91,14.6,59.846,11.063,33.2,6
471,2019.12.12 11:40:21,91,14.2,59.846,10.938,33.2,6
480,2019.12.12 11:35:20,91,14.2,61.39,10.938,33.2,6
489,2019.12.12 11:30:19,91,14.2,64.865,11,33.2,6
498,2019.12.12 11:25:19,91,14.2,62.548,10.938,33.2,6
507,2019.12.12 11:20:18,91,14.1,59.459,10.938,33.2,6
516,2019.12.12 11:15:17,91,14.2,61.004,,33.2,6
523,2019.12.12 11:10:16,91,14.4,60.232,,33.2,6
532,2019.12.12 11:05:16,91,13.6,61.39,10.938,33.2,6
541,2019.12.12 11:00:15,91,13.6,62.162,10.938,33.2,6
550,2019.12.12 10:55:14,91,13.7,57.529,10.875,33.2,6
559,2019.12.12 10:50:14,91,13.4,58.687,10.813,33.2,6
568,2019.12.12 10:45:13,90,12.8,61.39,10.813,33.2,6
577,2019.12.12 10:40:12,91,13,63.32,10.875,33.2,6
585,2019.12.12 10:35:11,91,13.2,61.776,10.938,33.2,6
594,2019.12.12 10:30:11,91,13.4,62.162,10.938,33.2,6
603,2019.12.12 10:25:10,91,13,60.232,10.813,33.2,6
611,2019.12.12 10:20:09,90,12.9,62.548,10.875,33.2,6
620,2019.12.12 10:15:09,91,13.9,58.687,10.813,33.2,6
629,2019.12.12 10:10:08,91,14.2,61.004,10.75,33.2,6
637,2019.12.12 10:05:07,91,14.1,64.093,10.813,33.2,6
646,2019.12.12 10:00:07,91,13.9,64.865,10.5,33.2,6
655,2019.12.12 09:55:06,91,13.9,58.687,10.5,33.2,6
664,2019.12.12 09:50:05,91,14.2,59.459,10.563,33.2,6
673,2019.12.12 09:45:04,91,14.3,61.776,10.313,33.2,6
682,2019.12.12 09:40:03,91,13.8,58.301,10.438,33.2,6
691,2019.12.12 09:35:03,91,13.3,64.479,10.438,33.2,6
700,2019.12.12 09:30:02,91,13.2,58.687,10.188,33.2,6
709,2019.12.12 09:25:01,91,13.4,61.004,10.438,33.2,6
718,2019.12.12 09:20:01,91,13,60.618,10.313,33.2,6
727,2019.12.12 09:14:59,91,13.2,59.073,10.25,33.2,6
736,2019.12.12 09:09:59,91,13.4,57.915,10.188,33.2,6
745,2019.12.12 09:04:58,91,13,65.251,10.188,33.2,6
754,2019.12.12 08:59:57,91,13.4,58.301,10,33.2,6
763,2019.12.12 08:54:57,91,13.2,61.004,10,33.2,6
772,2019.12.12 08:49:56,90,12.8,60.618,9.938,33.2,6
781,2019.12.12 08:44:55,90,12.8,62.162,9.875,33.2,6
790,2019.12.12 08:39:55,90,12.5,59.846,9.875,33.2,6
799,2019.12.12 08:34:54,90,12.4,58.687,9.75,33.2,6
808,2019.12.12 08:29:53,90,12.3,59.073,9.75,33.2,6
817,2019.12.12 08:24:53,90,12.2,58.687,9.563,33.2,6
826,2019.12.12 08:19:52,89,11.9,59.846,9.625,33.2,6
835,2019.12.12 08:14:51,89,11.8,61.39,9.688,33.2,6
844,2019.12.12 08:09:50,89,11.5,62.934,9.438,33.2,6
853,2019.12.12 08:04:49,89,11.2,60.618,9.5,33.2,6
862,2019.12.12 07:59:49,88,10.9,60.232,9.563,33.2,6
871,2019.12.12 07:54:48,88,10.6,63.32,9.5,33.2,6
880,2019.12.12 07:49:47,88,10.5,64.865,9.5,33.2,6
889,2019.12.12 07:44:46,88,10.3,57.143,9.5,33.2,6
898,2019.12.12 07:39:46,88,9.9,62.548,9.25,33.2,6
907,2019.12.12 07:34:45,88,9.9,60.618,9.375,33.2,6
916,2019.12.12 07:29:44,88,9.7,58.301,9.625,33.2,6
925,2019.12.12 07:24:44,88,9.4,59.073,9.5,33.2,6
934,2019.12.12 07:19:43,88,9.7,63.32,9.563,33.2,6
