,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
4,2020.01.12 13:49:17,92,16.1,100,10.125,33.2,1
12,2020.01.12 13:44:17,90,16.9,100,10.25,33.2,1
21,2020.01.12 13:39:17,84,17.6,100,10.125,33.2,1
45,2020.01.12 13:05:41,91,15.6,100,10,33.2,1
54,2020.01.12 13:00:41,92,16.1,100,10.125,33.2,1
63,2020.01.12 12:55:41,92,16.5,100,10.063,33.2,1
72,2020.01.12 12:50:41,87,16.5,100,10.125,33.2,1
81,2020.01.12 12:45:41,91,15.9,100,10,33.2,1
90,2020.01.12 12:40:41,92,16.1,100,9.875,33.2,1
99,2020.01.12 12:35:41,91,15,100,9.875,33.2,1
108,2020.01.12 12:30:41,91,14.3,100,9.813,33.2,1
117,2020.01.12 12:25:41,91,14.2,100,9.75,33.2,1
126,2020.01.12 12:20:41,91,15.2,100,9.813,33.2,1
135,2020.01.12 12:15:41,91,15.6,100,9.75,33.2,1
144,2020.01.12 12:10:41,91,15.5,100,9.563,33.2,1
170,2020.01.12 11:55:40,91,14.9,100,9.438,33.2,1
178,2020.01.12 11:50:42,91,15.1,100,9.438,33.2,1
187,2020.01.12 11:45:41,91,14.1,100,9.438,33.2,1
196,2020.01.12 11:40:40,91,14.1,100,9.25,33.2,1
205,2020.01.12 11:35:41,91,13.9,100,9.25,33.2,1
225,2020.01.11 14:38:57,91,13.1,100,9.438,33.2,1
234,2020.01.11 14:33:57,91,13.6,100,9.375,33.2,1
243,2020.01.11 14:28:57,91,15,100,9.438,33.2,1
252,2020.01.11 14:23:57,91,15.6,100,9.438,33.2,1
261,2020.01.11 14:18:57,91,15.8,100,9.375,33.2,1
270,2020.01.11 14:13:57,90,16,100,9.563,33.2,1
279,2020.01.11 14:08:57,90,16,100,9.563,33.2,1
296,2020.01.11 13:58:57,74,16.8,100,9.5,33.2,1
305,2020.01.11 13:53:57,77,15.4,100,9.375,33.2,1
314,2020.01.11 13:48:57,78,15.8,100,9.375,33.2,1
323,2020.01.11 13:43:57,74,17.3,100,9.438,33.2,1
332,2020.01.11 13:38:57,80,17,100,9.375,33.2,1
341,2020.01.11 13:33:57,69,17.2,100,9.313,33.2,1
350,2020.01.11 13:28:57,72,16.9,100,9.188,33.2,1
359,2020.01.11 13:23:57,59,18.6,100,9.25,33.2,1
368,2020.01.11 13:18:57,71,18.1,100,9.25,33.2,1
377,2020.01.11 13:13:56,68,17,100,9.188,33.2,1
385,2020.01.11 13:08:57,77,16.5,100,9.125,33.2,1
394,2020.01.11 13:03:56,73,16.9,100,9,33.2,1
403,2020.01.11 12:58:56,80,16,100,9,33.2,1
412,2020.01.11 12:53:56,78,16.7,100,8.813,33.2,1
421,2020.01.11 12:48:56,91,15.6,100,8.75,33.2,1
430,2020.01.11 12:43:56,83,14.9,100,8.563,33.2,1
439,2020.01.11 12:38:56,91,14.8,100,8.5,33.2,1
448,2020.01.11 12:33:56,91,13.9,100,8.438,33.2,1
457,2020.01.11 12:28:56,91,13.9,100,8.5,33.2,1
466,2020.01.11 12:23:56,90,12.9,100,8.5,33.2,1
475,2020.01.11 12:18:56,90,12.8,100,8.5,33.2,1
485,2020.01.11 12:13:56,91,13.1,100,8.25,33.2,1
494,2020.01.11 12:08:56,91,14.3,100,8.313,33.2,1
503,2020.01.11 12:03:56,91,14.3,100,8.125,33.2,1
512,2020.01.11 11:58:56,91,14.6,100,8.188,33.2,1
521,2020.01.11 11:53:56,91,13.7,100,8.125,33.2,1
530,2020.01.11 11:48:56,91,13.6,100,8.125,33.2,1
538,2020.01.11 11:43:56,91,15.3,100,8.063,33.2,1
547,2020.01.11 11:38:56,92,16.2,100,7.938,33.2,1
556,2020.01.11 11:33:56,86,16.2,100,8,33.2,1
565,2020.01.11 11:28:56,91,15.9,100,7.875,33.2,1
574,2020.01.11 11:23:56,90,16.1,100,7.875,33.2,1
583,2020.01.11 11:18:55,91,15.4,100,7.688,33.2,1
601,2020.01.11 11:08:56,91,13.8,100,7.625,33.2,1
635,2020.01.11 10:48:55,89,11.5,100,7.375,33.2,1
653,2020.01.11 10:38:55,90,12.7,100,7.25,33.2,1
662,2020.01.11 10:33:55,90,12.5,100,7.25,33.2,1
680,2020.01.11 10:23:55,90,12.3,100,7,33.2,1
689,2020.01.11 10:18:55,90,12.3,100,7.063,33.2,1
698,2020.01.11 10:13:55,90,12.8,100,6.875,33.2,1
707,2020.01.11 10:08:57,91,13,100,6.813,33.2,1
716,2020.01.11 10:03:55,90,12.9,100,6.813,33.2,1
725,2020.01.11 09:58:55,90,12.4,100,6.563,33.2,1
734,2020.01.11 09:53:55,90,12.4,100,6.438,33.2,1
