,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
3,2019.12.12 16:16:14,91,13.6,45.914,12.5,33.2,5
12,2019.12.12 16:11:13,91,14.1,45.914,12.438,33.2,5
26,2019.12.12 16:01:11,91,13.5,42.412,12.5,33.2,5
36,2019.12.12 15:56:07,91,13.7,44.358,12.563,33.2,5
46,2019.12.12 15:40:58,91,14.1,45.525,12.563,33.2,5
55,2019.12.12 15:35:52,91,15,44.358,12.5,33.2,5
64,2019.12.12 15:30:47,91,14.6,47.86,12.563,33.2,5
73,2019.12.12 15:25:43,91,14.7,42.412,12.625,33.2,5
82,2019.12.12 15:20:38,91,15.1,43.969,12.625,33.2,5
92,2019.12.12 15:15:33,91,14.5,47.471,12.625,33.2,5
101,2019.12.12 15:10:28,91,15.4,43.969,12.625,33.2,5
110,2019.12.12 15:05:25,91,14.9,45.525,12.688,33.2,5
119,2019.12.12 15:00:21,92,16.7,44.358,12.563,33.2,5
128,2019.12.12 14:55:16,92,17,44.358,12.625,33.2,5
136,2019.12.12 14:50:12,92,17,45.525,0,33.2,5
145,2019.12.12 14:45:08,92,17,42.412,12.563,33.2,5
154,2019.12.12 14:40:07,91,17.2,49.027,12.625,33.2,5
164,2019.12.12 14:35:04,88,17.4,47.471,12.625,33.2,5
173,2019.12.12 14:30:01,85,17.8,44.747,12.625,33.2,5
182,2019.12.12 14:24:56,83,17.8,46.304,12.563,33.2,5
191,2019.12.12 14:19:51,84,17.7,47.471,12.563,33.2,5
200,2019.12.12 14:14:47,83,17.5,43.58,12.563,33.2,5
209,2019.12.12 14:09:44,83,17.6,43.58,12.5,33.2,5
218,2019.12.12 14:04:39,83,17.6,43.191,12.5,33.2,5
226,2019.12.12 13:59:34,85,17.6,42.412,12.5,33.2,5
235,2019.12.12 13:54:30,87,17.2,45.136,12.438,33.2,5
244,2019.12.12 13:49:26,91,17,45.525,12.375,33.2,5
253,2019.12.12 13:44:21,83,17.3,40.856,12.375,33.2,5
262,2019.12.12 13:39:17,83,17.3,45.525,12.375,33.2,5
271,2019.12.12 13:34:12,87,16.7,48.249,12.375,33.2,5
280,2019.12.12 13:29:09,87,16.9,48.249,12.375,33.2,5
288,2019.12.12 13:24:08,82,17,40.856,12.25,33.2,5
297,2019.12.12 13:19:04,85,17.4,45.136,12.25,33.2,5
306,2019.12.12 13:14:00,83,17.8,46.693,12.188,33.2,5
315,2019.12.12 13:08:54,84,17.8,45.914,12.125,33.2,5
324,2019.12.12 13:03:49,90,17,49.027,12.063,33.2,5
333,2019.12.12 12:58:46,86,17.3,48.249,12,33.2,5
342,2019.12.12 12:53:41,81,18,43.58,12,33.2,5
351,2019.12.12 12:48:40,78,18.1,44.358,11.938,33.2,5
360,2019.12.12 12:43:39,82,17.4,45.914,11.875,33.2,5
368,2019.12.12 12:38:39,81,17.1,46.304,11.75,33.2,5
377,2019.12.12 12:33:38,78,17.3,43.969,11.625,33.2,5
386,2019.12.12 12:28:37,77,17.2,45.914,11.625,33.2,5
395,2019.12.12 12:23:36,84,17,43.58,11.5,33.2,5
404,2019.12.12 12:18:35,84,16.9,42.412,11.5,33.2,5
413,2019.12.12 12:13:35,89,16.5,44.358,11.375,33.2,5
422,2019.12.12 12:08:35,91,16.8,47.471,11.313,33.2,5
430,2019.12.12 12:03:34,92,16.7,46.304,11.25,33.2,5
439,2019.12.12 11:58:33,91,15.9,47.471,11.25,33.2,5
448,2019.12.12 11:53:33,91,15.3,46.304,11.25,33.2,5
457,2019.12.12 11:48:32,91,15,42.412,11.188,33.2,5
466,2019.12.12 11:43:31,91,14.4,46.304,11.125,33.2,5
475,2019.12.12 11:38:31,91,14.2,47.86,11.125,33.2,5
484,2019.12.12 11:33:30,91,14.3,44.747,11.063,33.2,5
493,2019.12.12 11:28:30,91,14.3,45.525,11,33.2,5
502,2019.12.12 11:23:29,91,14.3,43.191,11,33.2,5
511,2019.12.12 11:18:28,91,14,49.027,11.063,33.2,5
526,2019.12.12 11:08:27,91,14.1,43.969,11,33.2,5
535,2019.12.12 11:03:26,91,13.4,45.914,11.063,33.2,5
544,2019.12.12 10:58:25,91,13.9,45.136,11,33.2,5
553,2019.12.12 10:53:25,91,13.5,42.802,11,33.2,5
562,2019.12.12 10:48:24,91,13.2,46.693,11,33.2,5
571,2019.12.12 10:43:24,91,13,48.249,11.063,33.2,5
580,2019.12.12 10:38:25,91,13.1,42.412,11,33.2,5
588,2019.12.12 10:33:22,91,13.3,43.969,10.875,33.2,5
597,2019.12.12 10:28:22,91,13.3,46.304,10.875,33.2,5
606,2019.12.12 10:23:21,90,12.4,45.136,10.875,33.2,5
