,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
3632,2019.11.27 07:30:47,91,14.4,100,14.125,33.2,1
3633,2019.11.27 07:25:47,91,14.5,100,14.25,33.2,1
3634,2019.11.27 07:20:47,91,14.4,100,14.563,33.2,1
3635,2019.11.27 07:15:47,91,14.2,100,14.188,33.2,1
3636,2019.11.27 07:10:47,91,14,100,13.875,33.2,1
3637,2019.11.27 07:05:47,91,13.8,100,14.188,33.2,1
3638,2019.11.27 07:00:47,91,13.9,100,14.125,33.2,1
3639,2019.11.27 06:50:46,91,13.6,100,14.063,33.2,1
3640,2019.11.27 06:45:47,91,13.6,100,14.063,33.2,1
3641,2019.11.27 06:40:47,91,13.4,100,14.063,33.2,1
3642,2019.11.27 06:35:47,91,13.5,100,14.188,33.2,1
3643,2019.11.27 06:30:46,91,13.3,100,14.188,33.2,1
3644,2019.11.27 06:25:46,91,13.3,100,14.063,33.2,1
3645,2019.11.27 06:20:47,91,13,100,14.313,33.2,1
3646,2019.11.27 06:15:46,91,13.2,100,13.813,33.2,1
3647,2019.11.27 06:10:46,91,13.6,100,14.563,33.2,1
3648,2019.11.27 06:05:46,91,13.8,100,14.25,33.2,1
3649,2019.11.27 06:00:46,91,13.6,100,14.188,33.2,1
3650,2019.11.27 05:55:46,91,13.4,100,14.125,33.2,1
3651,2019.11.27 05:50:46,91,13.5,100,14.25,33.2,1
3652,2019.11.27 05:45:46,91,13.6,100,14.125,33.2,1
3654,2019.11.27 05:35:46,91,13.5,100,14.313,33.2,1
3655,2019.11.27 05:30:47,91,13.4,100,14.188,33.2,1
3656,2019.11.27 05:25:46,91,13.3,100,14.063,33.2,1
3657,2019.11.27 05:20:49,91,13.5,100,14.25,33.2,1
3658,2019.11.27 05:15:46,91,13.3,100,14.188,33.2,1
3659,2019.11.27 05:10:46,91,13.3,100,14.188,33.2,1
3661,2019.11.27 05:00:46,91,13.6,100,14.125,33.2,1
3662,2019.11.27 04:55:46,91,13.5,100,14.125,33.2,1
3663,2019.11.27 04:50:46,90,12.9,100,14.188,33.2,1
3664,2019.11.27 04:45:46,90,12.9,100,14,33.2,1
3665,2019.11.27 04:40:46,91,13.6,100,14.188,33.2,1
3666,2019.11.27 04:35:46,91,13.7,100,14.188,33.2,1
3667,2019.11.27 04:30:46,91,13.6,100,14.188,33.2,1
3668,2019.11.27 04:25:47,91,13.4,100,14.063,33.2,1
3669,2019.11.27 04:20:46,91,13.4,100,14.125,33.2,1
3670,2019.11.27 04:15:46,91,13.2,100,14.25,33.2,1
3671,2019.11.27 04:10:46,91,13.2,100,14.188,33.2,1
3672,2019.11.27 04:05:46,91,13.5,100,14.25,33.2,1
3673,2019.11.27 04:00:46,91,13.5,100,14.125,33.2,1
3675,2019.11.27 03:50:46,91,13.3,100,14.125,33.2,1
3676,2019.11.27 03:35:46,91,13,100,14.25,33.2,1
3677,2019.11.27 03:30:46,91,13,100,14.125,33.2,1
3678,2019.11.27 03:20:46,91,13,100,14.25,33.2,1
3679,2019.11.27 03:15:45,91,13.2,100,14.063,33.2,1
3680,2019.11.27 03:10:46,91,13.5,100,14.125,33.2,1
3681,2019.11.27 03:05:46,91,13.5,100,14.25,33.2,1
3683,2019.11.27 02:55:47,91,13.2,100,14,33.2,1
3684,2019.11.27 02:50:46,90,12.5,100,14.188,33.2,1
3685,2019.11.27 02:45:46,90,12.7,100,13.938,33.2,1
3686,2019.11.27 02:40:46,90,12.8,100,14.125,33.2,1
3687,2019.11.27 02:35:46,90,12.7,100,14.25,33.2,1
3688,2019.11.27 02:30:45,90,12.6,100,14.188,33.2,1
3689,2019.11.27 02:25:45,90,12.5,100,14.125,33.2,1
3690,2019.11.27 02:20:46,90,12.5,100,14.125,33.2,1
3691,2019.11.27 02:15:46,90,12.2,100,14.188,33.2,1
3692,2019.11.27 02:10:46,89,11.8,100,14.188,33.2,1
3693,2019.11.27 02:05:46,89,11.6,100,14.063,33.2,1
3694,2019.11.27 02:00:46,89,11.7,100,14.063,33.2,1
3695,2019.11.27 01:55:46,90,12,100,14.25,33.2,1
3696,2019.11.27 01:50:46,90,12,100,14.063,33.2,1
3697,2019.11.27 01:45:45,90,12,100,14.25,33.2,1
3698,2019.11.27 01:35:45,89,11.2,100,14.313,33.2,1
3699,2019.11.27 01:30:45,89,11,100,14.25,33.2,1
3700,2019.11.27 01:25:46,89,11.8,100,14.375,33.2,1
3701,2019.11.27 01:20:45,90,12.2,100,14.438,33.2,1
3702,2019.11.27 01:15:46,90,12,100,14.5,33.2,1
3703,2019.11.27 01:10:46,90,12,100,14.313,33.2,1
3704,2019.11.27 01:05:46,90,12,100,14.438,33.2,1
3705,2019.11.27 01:00:45,89,11.9,100,14.125,33.2,1
3706,2019.11.27 00:55:45,90,12,100,14.625,33.2,1
3707,2019.11.27 00:50:46,89,11.8,100,14.563,33.2,1
3708,2019.11.27 00:45:46,90,12,100,14.625,33.2,1
3709,2019.11.27 00:40:46,89,11.9,100,14.688,33.2,1
3710,2019.11.27 00:35:45,90,12.1,100,14.563,33.2,1
3711,2019.11.27 00:30:45,90,12.1,100,14.688,33.2,1
3712,2019.11.27 00:25:45,89,11.9,100,14.75,33.2,1
3713,2019.11.27 00:20:45,90,12.3,100,14.75,33.2,1
3714,2019.11.27 00:15:47,90,12.3,100,14.688,33.2,1
3715,2019.11.27 00:10:45,90,12.4,100,14.75,33.2,1
3716,2019.11.26 23:55:46,90,12.9,100,14.813,33.2,1
3717,2019.11.26 23:50:46,90,12.7,100,14.688,33.2,1
3718,2019.11.26 23:46:50,90,12.7,100,14.938,33.2,1
3720,2019.11.26 23:25:42,91,13,100,14.938,33.2,1
3721,2019.11.26 23:20:41,90,12.8,100,15.063,33.2,1
3722,2019.11.26 23:15:41,90,12.7,100,15.125,33.2,1
3723,2019.11.26 23:05:42,90,12.7,100,15.188,33.2,1
3724,2019.11.26 23:00:41,90,12.5,100,15.125,33.2,1
3725,2019.11.26 22:55:41,90,12.7,100,15.25,33.2,1
3726,2019.11.26 22:50:41,90,12.9,100,15.25,33.2,1
3727,2019.11.26 22:40:46,90,12.8,100,15.188,33.2,1
