,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
2,2020.01.13 11:12:36,88,9.1,100,8.75,33.2,9
3,2020.01.12 13:49:51,92,16,85.345,9.938,33.2,9
20,2020.01.12 13:39:49,83,17.6,83.19,9.938,33.2,9
29,2020.01.12 13:34:49,89,17.5,84.483,9.813,33.2,9
38,2020.01.12 13:29:48,92,16.4,81.466,9.813,33.2,9
47,2020.01.12 13:04:36,92,16,82.328,9.938,33.2,9
56,2020.01.12 12:59:35,92,16.4,80.603,9.75,33.2,9
65,2020.01.12 12:54:34,92,16.1,78.879,9.75,33.2,9
74,2020.01.12 12:49:33,92,16.5,78.017,9.75,33.2,9
83,2020.01.12 12:44:33,92,16.2,82.328,9.688,33.2,9
92,2020.01.12 12:39:32,91,15.7,85.776,9.625,33.2,9
101,2020.01.12 12:34:31,91,15,84.914,9.625,33.2,9
110,2020.01.12 12:29:31,91,14.3,81.466,9.563,33.2,9
119,2020.01.12 12:24:30,91,14.5,82.328,9.563,33.2,9
128,2020.01.12 12:19:29,91,15.2,84.914,9.438,33.2,9
137,2020.01.12 12:14:29,91,15.5,83.19,9.5,33.2,9
146,2020.01.12 12:09:28,91,15.1,81.466,9.188,33.2,9
154,2020.01.12 12:04:27,91,14.3,83.19,9.063,33.2,9
163,2020.01.12 11:59:26,91,15.3,80.603,9.188,33.2,9
172,2020.01.12 11:54:26,91,15.2,81.466,9.125,33.2,9
181,2020.01.12 11:49:25,91,14.6,82.328,9.125,33.2,9
190,2020.01.12 11:44:24,91,13.9,82.328,8.813,33.2,9
199,2020.01.12 11:39:24,91,14,82.328,8.938,33.2,9
208,2020.01.12 11:34:23,91,13.7,81.034,9,33.2,9
217,2020.01.12 11:29:22,91,13.7,85.776,8.75,33.2,9
229,2020.01.11 14:36:58,91,13.2,73.152,8.438,33.2,9
238,2020.01.11 14:31:58,91,14.2,73.152,8.438,33.2,9
247,2020.01.11 14:26:57,91,15.3,73.152,8.438,33.2,9
256,2020.01.11 14:21:56,91,15.8,73.152,8.438,33.2,9
265,2020.01.11 14:16:55,90,15.8,73.152,8.438,33.2,9
274,2020.01.11 14:11:54,91,16,73.152,8.438,33.2,9
283,2020.01.11 14:06:54,86,16,73.152,8.438,33.2,9
291,2020.01.11 14:01:53,81,16.6,73.152,8.438,33.2,9
300,2020.01.11 13:56:52,81,16.4,73.152,8.438,33.2,9
309,2020.01.11 13:51:52,82,15.4,73.152,8.438,33.2,9
318,2020.01.11 13:46:51,77,17.3,73.152,8.438,33.2,9
327,2020.01.11 13:41:50,79,17,73.152,8.438,33.2,9
336,2020.01.11 13:36:50,74,17.1,73.152,8.438,33.2,9
345,2020.01.11 13:31:49,68,17,73.152,8.438,33.2,9
354,2020.01.11 13:26:48,63,17.9,73.152,8.438,33.2,9
363,2020.01.11 13:21:47,68,18.4,73.152,8.438,33.2,9
372,2020.01.11 13:16:46,68,17.4,73.152,8.438,33.2,9
