datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
2019.12.12 07:32:32,88,9.8,45.455,10.438,33.2,1
2019.12.12 07:27:32,88,9.4,45.455,10.5,33.2,1
2019.12.12 07:22:32,88,9.7,54.545,10.375,33.2,1
2019.12.12 07:17:31,88,9.5,36.364,10.188,33.2,1
2019.12.12 07:12:32,88,9.5,54.545,10.188,33.2,1
2019.12.12 07:07:32,88,9.5,9.091,10.375,33.2,1
2019.12.12 06:57:32,88,9.4,45.455,10.375,33.2,1
2019.12.12 06:52:32,88,9.3,0,10.375,33.2,1
2019.12.12 06:47:31,88,9,18.182,10.313,33.2,1
2019.12.12 06:42:31,88,8.9,63.636,10.5,33.2,1
2019.12.12 06:37:32,88,9,9.091,10.375,33.2,1
2019.12.12 06:32:32,88,8.6,54.545,10.438,33.2,1
2019.12.12 06:27:32,88,8.7,36.364,10.375,33.2,1
2019.12.12 06:22:32,88,8.8,0,,33.2,1
2019.12.12 06:17:31,88,9.6,0,0,33.2,1
2019.12.12 06:12:31,88,9.2,27.273,10.375,33.2,1
2019.12.12 06:07:31,88,8.8,0,10.438,33.2,1
2019.12.12 06:02:31,88,8.8,18.182,10.438,33.2,1
2019.12.12 05:52:32,88,9.5,54.545,10.313,33.2,1
2019.12.12 05:47:31,88,9.2,54.545,10.5,33.2,1
2019.12.12 05:42:32,88,8.7,27.273,10.375,33.2,1
2019.12.12 05:37:31,88,8.8,72.727,10.375,33.2,1
2019.12.12 05:32:31,88,8.9,36.364,10.438,33.2,1
2019.12.12 05:27:31,88,8.8,63.636,10.375,33.2,1
2019.12.12 05:22:31,88,8.5,63.636,10.5,33.2,1
2019.12.12 05:17:31,88,8.4,72.727,10.438,33.2,1
2019.12.12 05:12:31,88,9.7,27.273,10.313,33.2,1
2019.12.12 05:07:32,88,9,18.182,10.5,33.2,1
2019.12.12 05:02:31,88,9,54.545,10.5,33.2,1
2019.12.12 04:52:31,88,8.5,54.545,10.5,33.2,1
2019.12.12 04:47:31,88,8.7,0,10.563,33.2,1
2019.12.12 04:42:31,88,9.2,54.545,10.625,33.2,1
2019.12.12 04:32:31,88,8.7,0,10.625,33.2,1
2019.12.12 04:27:31,88,8.6,63.636,10.563,33.2,1
2019.12.12 04:22:31,88,8.8,36.364,10.688,33.2,1
2019.12.12 04:17:31,88,8.2,72.727,10.563,33.2,1
2019.12.12 04:12:31,88,7.8,45.455,10.75,33.2,1
2019.12.12 04:07:31,88,7.5,72.727,10.688,33.2,1
2019.12.12 04:02:31,88,9,36.364,10.813,33.2,1
2019.12.12 03:57:31,88,9.5,63.636,10.813,33.2,1
2019.12.12 03:52:31,88,9.1,27.273,10.75,33.2,1
2019.12.12 03:47:31,88,8.4,54.545,10.938,33.2,1
2019.12.12 03:42:31,88,9,0,10.938,33.2,1
2019.12.12 03:37:30,88,9.5,27.273,10.938,33.2,1
2019.12.12 03:32:31,88,9.7,0,,33.2,1
2019.12.12 03:27:31,88,10,0,,33.2,1
2019.12.12 03:22:30,88,9.3,0,11,33.2,1
2019.12.12 03:17:30,88,9.5,54.545,10.875,33.2,1
2019.12.12 03:12:31,88,10,45.455,10.75,33.2,1
2019.12.12 03:07:31,88,9.9,36.364,11,33.2,1
2019.12.12 03:02:30,88,10.1,0,,33.2,1
2019.12.12 02:57:30,88,10.2,0,0,33.2,1
2019.12.12 02:52:30,88,10,36.364,10.875,33.2,1
2019.12.12 02:47:30,88,10.1,54.545,10.938,33.2,1
2019.12.12 02:42:30,88,9.8,100,11,33.2,1
2019.12.12 02:37:31,88,10.1,36.364,10.938,33.2,1
2019.12.12 02:32:31,88,9.6,45.455,10.938,33.2,1
2019.12.12 02:22:30,88,9.7,9.091,10.875,33.2,1
2019.12.12 02:17:31,88,9.2,54.545,11,33.2,1
2019.12.12 02:02:30,88,9.4,90.909,11.063,33.2,1
2019.12.12 01:57:30,88,9.2,0,11.063,33.2,1
2019.12.12 01:52:30,88,9.2,63.636,10.813,33.2,1
2019.12.12 01:47:30,88,9.1,18.182,10.875,33.2,1
2019.12.12 01:42:30,88,8.9,9.091,11.125,33.2,1
2019.12.12 01:37:30,88,9,100,10.938,33.2,1
2019.12.12 01:32:30,88,8.9,27.273,11.063,33.2,1
2019.12.12 01:27:30,88,9.2,36.364,10.875,33.2,1
2019.12.12 01:22:30,88,9.4,27.273,11.125,33.2,1
2019.12.12 01:17:31,88,9.5,63.636,11.063,33.2,1
2019.12.12 01:12:30,88,9.2,27.273,11.125,33.2,1
2019.12.12 01:07:31,88,9.2,36.364,11.125,33.2,1
2019.12.12 01:02:31,88,9.1,54.545,11.125,33.2,1
2019.12.12 00:57:30,88,9.8,36.364,11.25,33.2,1
2019.12.12 00:52:30,88,9.5,45.455,11.063,33.2,1
2019.12.12 00:42:29,88,9.8,0,11.188,33.2,1
2019.12.12 00:37:30,88,9.1,54.545,11.063,33.2,1
2019.12.12 00:32:29,88,9,27.273,11.063,33.2,1
2019.12.12 00:27:29,88,9.6,45.455,11.125,33.2,1
2019.12.12 00:07:29,88,9.1,36.364,11.25,33.2,1
2019.12.12 00:02:29,88,9.2,27.273,11.188,33.2,1
2019.12.11 23:57:29,88,9.3,0,11.25,33.2,1
2019.12.11 23:52:30,88,9.5,54.545,11.375,33.2,1
2019.12.11 23:47:29,88,9.3,27.273,11.375,33.2,1
2019.12.11 23:42:26,88,9.4,18.182,11.438,33.2,1
2019.12.11 23:32:27,88,9.7,9.091,11.313,33.2,1
2019.12.11 23:27:27,88,9.6,72.727,11.375,33.2,1
2019.12.11 23:22:26,88,9.4,0,11.375,33.2,1
2019.12.11 23:17:26,88,9.7,18.182,,33.2,1
2019.12.11 23:12:26,88,9.5,36.364,11.375,33.2,1
2019.12.11 22:57:26,88,9.5,36.364,11.563,33.2,1
2019.12.11 22:52:25,88,9.4,18.182,11.563,33.2,1
2019.12.11 22:47:26,88,9.3,18.182,11.688,33.2,1
2019.12.11 22:42:26,88,9.2,36.364,11.625,33.2,1
2019.12.11 22:37:25,88,9.2,36.364,11.688,33.2,1
2019.12.11 22:32:25,88,9.3,0,11.625,33.2,1
2019.12.11 22:22:27,88,9.6,18.182,11.75,33.2,1
2019.12.11 22:17:26,88,9.5,45.455,11.875,33.2,1
2019.12.11 22:12:25,88,9.2,18.182,11.813,33.2,1
2019.12.11 22:02:26,88,9.2,36.364,0,33.2,1
2019.12.11 21:57:25,88,9.1,36.364,11.688,33.2,1
2019.12.11 21:52:25,88,9.4,18.182,12,33.2,1
2019.12.11 21:47:25,88,9.1,18.182,11.938,33.2,1
2019.12.11 21:42:26,88,9.1,36.364,12.063,33.2,1
2019.12.11 21:37:25,88,8.7,63.636,12.125,33.2,1
2019.12.11 21:32:25,88,9.2,0,12.125,33.2,1
2019.12.11 21:27:25,88,10.8,27.273,12.125,33.2,1
2019.12.11 21:22:25,88,10.6,0,12.063,33.2,1
2019.12.11 21:17:26,88,10.6,0,12.125,33.2,1
2019.12.11 21:12:26,88,10,45.455,12.25,33.2,1
2019.12.11 21:07:25,88,9.3,45.455,12.188,33.2,1
2019.12.11 21:02:25,89,11.1,100,12.313,33.2,1
2019.12.11 20:57:25,89,11.1,18.182,12.438,33.2,1
2019.12.11 20:47:26,89,11,18.182,12.313,33.2,1
2019.12.11 20:42:26,89,11.4,63.636,12.563,33.2,1
2019.12.11 20:37:25,89,11.9,45.455,12.625,33.2,1
2019.12.11 20:32:25,89,11.9,18.182,12.688,33.2,1
2019.12.11 20:27:26,89,11.4,36.364,12.688,33.2,1
2019.12.11 20:22:25,90,12,9.091,12.75,33.2,1
2019.12.11 20:17:25,90,12.7,27.273,12.75,33.2,1
2019.12.11 20:12:25,91,13,18.182,12.875,33.2,1
2019.12.11 20:07:26,90,12.7,54.545,12.813,33.2,1
2019.12.11 20:02:26,90,12.5,0,12.813,33.2,1
2019.12.11 19:57:26,90,12.2,72.727,12.813,33.2,1
2019.12.11 19:52:25,90,12.2,0,13.063,33.2,1
2019.12.11 19:47:26,90,12.4,9.091,13.063,33.2,1
2019.12.11 19:42:26,90,12.3,0,13.125,33.2,1
2019.12.11 19:37:26,90,12.3,0,12.938,33.2,1
2019.12.11 19:27:25,90,12.3,0,13.188,33.2,1
2019.12.11 19:22:25,90,12.6,0,13.125,33.2,1
2019.12.11 19:17:25,90,12.5,36.364,13.375,33.2,1
2019.12.11 19:12:24,90,12.8,90.909,13.313,33.2,1
2019.12.11 19:07:24,91,13.4,45.455,13.375,33.2,1
2019.12.11 19:02:25,91,13.4,0,13.313,33.2,1
2019.12.11 18:57:25,91,13.3,9.091,13.625,33.2,1
2019.12.11 18:52:25,91,13.3,0,13.375,33.2,1
2019.12.11 18:47:24,91,13.3,9.091,13.563,33.2,1
2019.12.11 18:42:24,91,13.7,0,13.688,33.2,1
2019.12.11 18:37:25,91,14.1,0,13.625,33.2,1
2019.12.11 18:32:25,91,14,0,13.75,33.2,1
2019.12.11 18:27:25,91,14,45.455,13.688,33.2,1
2019.12.11 18:22:24,91,13.9,27.273,13.813,33.2,1
2019.12.11 18:17:24,91,14.2,45.455,13.813,33.2,1
2019.12.11 18:12:24,91,14.9,18.182,13.813,33.2,1
2019.12.11 18:07:24,91,14.9,0,13.813,33.2,1
2019.12.11 18:02:24,90,15.6,72.727,14,33.2,1
2019.12.11 17:57:24,88,15.6,27.273,14.063,33.2,1
2019.12.11 17:52:24,83,16,36.364,14.063,33.2,1
2019.12.11 17:47:24,82,16.1,54.545,14.188,33.2,1
2019.12.11 17:42:24,82,15.8,18.182,14.25,33.2,1
2019.12.11 17:37:24,80,15.9,18.182,14.125,33.2,1
2019.12.11 17:32:24,83,16.2,0,14.563,33.2,1
2019.12.11 17:27:24,75,16.6,27.273,14.5,33.2,1
2019.12.11 17:22:24,71,17.2,90.909,14.5,33.2,1
2019.12.11 17:17:24,67,17.7,45.455,14.563,33.2,1
2019.12.11 17:12:24,69,17.2,0,14.688,33.2,1
2019.12.11 17:07:24,63,18.5,54.545,14.563,33.2,1
2019.12.11 17:02:23,61,18.8,9.091,14.75,33.2,1
2019.12.11 16:57:23,59,19,27.273,14.875,33.2,1
2019.12.11 16:52:23,59,19.2,36.364,14.875,33.2,1
2019.12.11 16:47:23,61,18.8,36.364,14.938,33.2,1
2019.12.11 16:42:23,58,19.2,27.273,15.125,33.2,1
2019.12.11 16:37:23,51,20.1,18.182,15.063,33.2,1
2019.12.11 16:32:23,55,21,45.455,15.063,33.2,1
2019.12.11 16:27:24,55,21.3,0,15.25,33.2,1
2019.12.11 16:22:26,48,22,9.091,15.375,33.2,1
2019.12.11 16:17:24,43,22.4,0,15.5,33.2,1
2019.12.11 16:12:23,40,23.4,0,15.438,33.2,1
2019.12.11 16:07:25,40,23.9,0,15.5,33.2,1
2019.12.11 16:02:24,38,24.4,0,0,33.2,1
2019.12.11 15:47:42,37,24.4,83.333,15.875,33.2,1
2019.12.11 15:42:42,34,25.4,0,0,33.2,1
2019.12.11 15:35:08,34,25.7,20,15.938,33.2,1
2019.12.11 15:30:08,36,24.1,0,0,33.2,1
2019.12.11 15:21:02,29,27.5,0,15.875,33.2,1
2019.12.11 15:11:01,25,29,8.333,15.813,33.2,1
2019.12.11 15:06:01,28,29.4,33.333,15.938,33.2,1
2019.12.11 15:01:01,25,29,50,16,33.2,1
2019.12.11 14:56:01,25,30.4,0,15.938,33.2,1
2019.12.11 14:51:01,32,29.4,58.333,16.063,33.2,1
2019.12.11 14:46:00,34,28.3,33.333,15.938,33.2,1
2019.12.11 14:41:01,34,26.5,0,15.938,33.2,1
2019.12.11 14:31:00,37,24,0,0,33.2,1
2019.12.11 14:19:52,38,24.7,11.111,15.875,33.2,1
2019.12.11 14:14:52,34,26.6,33.333,15.875,33.2,1
2019.12.11 14:09:52,41,22.9,66.667,15.813,33.2,1
2019.12.11 14:04:52,24,31.4,33.333,15.75,33.2,1
2019.12.11 13:59:52,30,29.1,11.111,15.813,33.2,1
2019.12.11 13:54:52,29,30.2,55.556,15.75,33.2,1
2019.12.11 13:49:52,29,29.5,0,15.688,33.2,1
2019.12.11 13:44:51,29,29.9,22.222,15.688,33.2,1
2019.12.11 13:39:51,22,32.9,88.889,15.5,33.2,1
2019.12.11 13:34:52,25,32.7,33.333,15.625,33.2,1
2019.12.11 13:29:51,27,31.4,22.222,15.563,33.2,1
2019.12.11 13:24:51,30,29.7,66.667,15.5,33.2,1
2019.12.11 13:19:51,30,29.5,44.444,15.438,33.2,1
2019.12.11 13:14:51,28,29.4,0,15.438,33.2,1
2019.12.11 13:09:51,29,31,66.667,15.313,33.2,1
2019.12.11 13:04:51,30,29.3,0,15.063,33.2,1
2019.12.11 12:59:51,29,29.5,44.444,15.188,33.2,1
2019.12.11 12:54:51,28,29.7,11.111,14.938,33.2,1
2019.12.11 12:49:51,26,33.1,0,15,33.2,1
2019.12.11 12:44:51,27,31.2,33.333,14.938,33.2,1
2019.12.11 12:39:51,27,30.8,0,14.938,33.2,1
2019.12.11 12:34:50,24,31.7,66.667,14.813,33.2,1
2019.12.11 12:24:50,23,32.8,0,14.688,33.2,1
2019.12.11 12:19:50,28,32.6,0,14.625,33.2,1
2019.12.11 12:14:51,26,31.6,0,14.375,33.2,1
2019.12.11 12:09:50,22,33.6,0,14.375,33.2,1
2019.12.11 12:04:49,27,33.2,44.444,14.125,33.2,1
2019.12.11 11:59:49,18,35.4,33.333,14,33.2,1
2019.12.11 11:54:50,23,34,22.222,14,33.2,1
2019.12.11 11:49:49,22,34.7,77.778,13.813,33.2,1
2019.12.11 11:44:49,22,34.3,44.444,13.75,33.2,1
2019.12.11 11:39:49,22,35.4,44.444,13.75,33.2,1
2019.12.11 11:34:49,27,31.2,0,13.563,33.2,1
2019.12.11 11:29:49,34,27.8,44.444,13.563,33.2,1
2019.12.11 11:24:49,28,31.4,22.222,13.375,33.2,1
2019.12.11 11:19:48,31,31.2,44.444,13.313,33.2,1
2019.12.11 11:09:48,34,30.9,22.222,12.875,33.2,1
2019.12.11 11:04:48,42,26,0,12.938,33.2,1
2019.12.11 10:59:48,49,24,0,12.813,33.2,1
2019.12.11 10:54:48,43,27.2,55.556,12.688,33.2,1
2019.12.11 10:49:48,54,23.8,0,12.625,33.2,1
2019.12.11 10:44:48,54,23.9,0,12.5,33.2,1
2019.12.11 10:39:48,63,21.2,44.444,12.438,33.2,1
2019.12.11 10:34:48,58,23.6,66.667,12.313,33.2,1
2019.12.11 10:24:48,75,20.5,55.556,12.375,33.2,1
2019.12.11 10:19:47,84,18.6,33.333,12.188,33.2,1
2019.12.11 10:14:47,92,17.1,22.222,12.125,33.2,1
2019.12.11 10:09:47,82,18.8,0,12.125,33.2,1
2019.12.11 10:04:47,82,18.4,55.556,12,33.2,1
2019.12.11 09:59:47,79,18.5,66.667,11.875,33.2,1
2019.12.11 09:54:47,77,19.5,33.333,11.813,33.2,1
2019.12.11 09:49:47,79,19.3,0,11.75,33.2,1
2019.12.11 09:44:47,81,19.5,22.222,11.688,33.2,1
2019.12.11 09:29:47,87,18.6,44.444,11.5,33.2,1
2019.12.11 09:24:47,92,17.7,0,11.5,33.2,1
2019.12.11 09:19:48,92,17.1,22.222,11.313,33.2,1
2019.12.11 09:14:47,92,17.1,22.222,11.25,33.2,1
2019.12.11 09:09:47,92,16.4,22.222,11.188,33.2,1
2019.12.11 09:04:47,91,15.7,11.111,11.125,33.2,1
2019.12.11 08:59:47,91,15.2,44.444,11.188,33.2,1
2019.12.11 08:54:46,91,15.2,0,11.063,33.2,1
2019.12.11 08:49:48,91,14.3,22.222,11.25,33.2,1
2019.12.11 08:44:47,91,14.4,11.111,11.125,33.2,1
2019.12.11 08:39:46,91,14.7,0,11.125,33.2,1
2019.12.11 08:34:47,91,14.7,22.222,11.125,33.2,1
2019.12.11 08:29:46,91,14.4,11.111,10.875,33.2,1
2019.12.11 08:24:47,91,14.6,22.222,10.813,33.2,1
2019.12.11 08:19:46,91,14.1,0,10.75,33.2,1
2019.12.11 08:14:46,91,14.1,0,10.938,33.2,1
2019.12.11 08:09:47,91,13.9,0,10.938,33.2,1
2019.12.11 08:04:46,91,13.7,11.111,10.938,33.2,1
2019.12.11 07:59:46,91,13.8,44.444,10.875,33.2,1
2019.12.11 07:54:46,91,13.4,22.222,10.875,33.2,1
2019.12.11 07:49:47,90,12.7,0,10.938,33.2,1
2019.12.11 07:39:46,90,12.6,66.667,10.875,33.2,1
2019.12.11 07:34:46,90,12.4,77.778,10.938,33.2,1
2019.12.11 07:24:47,90,12.2,88.889,10.875,33.2,1
2019.12.11 07:19:46,90,12.1,11.111,11,33.2,1
2019.12.11 07:14:46,89,11.9,44.444,10.75,33.2,1
2019.12.11 07:09:46,90,12.1,66.667,10.875,33.2,1
2019.12.11 07:04:46,89,11.8,0,10.75,33.2,1
2019.12.11 06:59:46,89,11.5,0,11,33.2,1
2019.12.11 06:54:46,89,11.4,44.444,10.813,33.2,1
2019.12.11 06:49:46,89,11.3,0,10.813,33.2,1
2019.12.11 06:44:46,89,11.4,0,10.813,33.2,1
2019.12.11 06:39:46,89,11.3,11.111,10.875,33.2,1
2019.12.11 06:34:47,89,11.4,0,10.75,33.2,1
2019.12.11 06:29:46,89,11.3,11.111,11,33.2,1
2019.12.11 06:24:45,88,10.8,0,10.875,33.2,1
2019.12.11 06:19:45,88,10.5,0,10.938,33.2,1
2019.12.11 06:09:47,88,10.7,0,10.75,33.2,1
2019.12.11 06:04:46,88,10.9,0,10.813,33.2,1
2019.12.11 05:59:45,88,10.9,55.556,10.875,33.2,1
2019.12.11 05:54:45,88,10.8,0,10.875,33.2,1
2019.12.11 05:49:47,88,10.9,44.444,10.813,33.2,1
2019.12.11 05:44:45,88,10.7,77.778,10.813,33.2,1
2019.12.11 05:34:46,89,11.3,0,10.875,33.2,1
2019.12.11 05:29:46,89,11.2,0,10.938,33.2,1
2019.12.11 05:24:45,88,10.9,33.333,10.875,33.2,1
2019.12.11 05:19:46,88,10.9,77.778,10.938,33.2,1
2019.12.11 05:14:45,88,10.6,44.444,11,33.2,1
2019.12.11 05:09:46,88,10.1,33.333,10.938,33.2,1
2019.12.11 05:04:45,88,9.8,33.333,11.063,33.2,1
2019.12.11 04:54:45,88,10.8,22.222,11.125,33.2,1
2019.12.11 04:49:45,88,10.7,44.444,11.063,33.2,1
2019.12.11 04:44:45,88,10.4,0,11.063,33.2,1
2019.12.11 04:39:45,88,9.8,44.444,11,33.2,1
2019.12.11 04:34:45,88,10.3,33.333,11,33.2,1
2019.12.11 04:29:45,89,11.1,11.111,11.313,33.2,1
2019.12.11 04:24:45,89,11.3,0,11.188,33.2,1
2019.12.11 04:19:45,88,10.9,33.333,11.188,33.2,1
2019.12.11 04:14:45,89,11.5,0,11.125,33.2,1
2019.12.11 04:09:45,89,11.2,55.556,11.313,33.2,1
2019.12.11 04:04:45,89,11.3,44.444,11.313,33.2,1
2019.12.11 03:59:45,89,11.3,100,11.313,33.2,1
2019.12.11 03:54:45,89,11.4,0,11.125,33.2,1
2019.12.11 03:49:45,89,11.1,22.222,11.313,33.2,1
2019.12.11 03:44:45,90,12,55.556,11.25,33.2,1
2019.12.11 03:39:45,89,11.8,0,11.313,33.2,1
2019.12.11 03:34:45,89,11.7,77.778,11.313,33.2,1
2019.12.11 03:29:45,89,11.1,11.111,11.375,33.2,1
2019.12.11 03:24:45,89,11.4,11.111,11.313,33.2,1
2019.12.11 03:19:45,90,12,0,11.438,33.2,1
2019.12.11 03:14:45,89,11.7,44.444,11.25,33.2,1
2019.12.11 03:04:45,89,11.7,33.333,11.5,33.2,1
2019.12.11 02:59:45,90,12.4,33.333,11.438,33.2,1
2019.12.11 02:54:44,90,12.4,0,11.375,33.2,1
2019.12.11 02:44:45,90,12.4,0,11.313,33.2,1
2019.12.11 02:39:46,90,12.7,22.222,11.375,33.2,1
2019.12.11 02:34:44,90,12.9,0,11.563,33.2,1
2019.12.11 02:29:45,91,13,0,11.438,33.2,1
2019.12.11 02:24:45,91,13.3,0,11.5,33.2,1
2019.12.11 02:19:46,91,13.3,0,11.375,33.2,1
2019.12.11 02:14:44,91,13.3,0,11.563,33.2,1
2019.12.11 02:09:44,91,13,0,11.375,33.2,1
2019.12.11 02:04:45,90,12.5,0,11.375,33.2,1
2019.12.11 01:59:45,90,12.4,0,11.563,33.2,1
2019.12.11 01:54:46,90,12.4,22.222,11.563,33.2,1
2019.12.11 01:49:44,90,12.5,0,11.5,33.2,1
2019.12.11 01:44:45,90,12.4,0,11.563,33.2,1
2019.12.11 01:39:45,90,12.4,55.556,11.5,33.2,1
2019.12.11 01:29:45,90,12.7,0,11.313,33.2,1
2019.12.11 01:24:44,90,12.7,0,11.563,33.2,1
2019.12.11 01:14:45,90,12.7,0,11.5,33.2,1
2019.12.11 01:09:45,90,12.7,33.333,11.5,33.2,1
2019.12.11 01:04:44,90,12.2,0,,33.2,1
2019.12.11 00:59:45,90,12.1,0,11.438,33.2,1
2019.12.11 00:54:45,90,12.2,0,11.75,33.2,1
2019.12.11 00:49:45,90,12.1,55.556,11.563,33.2,1
2019.12.11 00:44:44,90,12,0,11.563,33.2,1
2019.12.11 00:39:44,90,12.1,22.222,11.75,33.2,1
2019.12.11 00:34:45,90,12.3,22.222,11.563,33.2,1
2019.12.11 00:29:45,90,12.9,0,11.5,33.2,1
2019.12.11 00:24:45,90,12.8,44.444,11.75,33.2,1
2019.12.11 00:09:44,90,12.6,0,11.75,33.2,1
2019.12.11 00:04:45,90,12.3,0,11.563,33.2,1
2019.12.10 23:59:45,90,12.3,0,11.563,33.2,1
2019.12.10 23:54:43,90,12.1,55.556,11.813,33.2,1
2019.12.10 23:49:43,90,12.2,11.111,11.813,33.2,1
2019.12.10 23:44:39,90,12.1,66.667,11.625,33.2,1
2019.12.10 23:39:39,90,12,0,11.75,33.2,1
2019.12.10 23:34:39,90,12.1,0,11.688,33.2,1
2019.12.10 23:29:39,90,12.1,22.222,11.813,33.2,1
2019.12.10 23:24:39,90,12.1,66.667,11.813,33.2,1
2019.12.10 23:19:38,90,12.3,11.111,11.75,33.2,1
2019.12.10 23:14:39,90,12.3,44.444,11.688,33.2,1
2019.12.10 23:09:39,90,12.3,0,11.875,33.2,1
2019.12.10 23:04:39,89,11.8,22.222,11.688,33.2,1
2019.12.10 22:59:38,90,12,0,11.875,33.2,1
2019.12.10 22:54:38,90,12,33.333,11.875,33.2,1
2019.12.10 22:44:38,90,12.4,0,11.813,33.2,1
2019.12.10 22:39:39,90,12.6,0,11.875,33.2,1
2019.12.10 22:34:39,90,12.6,44.444,11.875,33.2,1
2019.12.10 22:29:39,89,11.9,11.111,11.875,33.2,1
2019.12.10 22:24:38,90,12.1,0,,33.2,1
2019.12.10 22:19:38,89,11.9,22.222,11.688,33.2,1
2019.12.10 22:14:39,90,12.6,11.111,11.875,33.2,1
2019.12.10 22:09:38,90,12.9,11.111,11.813,33.2,1
2019.12.10 22:04:38,91,13.1,55.556,11.813,33.2,1
2019.12.10 21:54:38,90,12.2,33.333,11.813,33.2,1
2019.12.10 21:49:38,90,12.1,33.333,11.813,33.2,1
2019.12.10 21:44:38,90,12.2,11.111,11.938,33.2,1
2019.12.10 21:39:38,90,12.3,66.667,12,33.2,1
2019.12.10 21:34:38,90,12.1,0,11.938,33.2,1
2019.12.10 21:29:37,90,12.1,33.333,11.75,33.2,1
2019.12.10 21:24:38,90,12,0,11.875,33.2,1
2019.12.10 21:19:38,89,11.8,0,11.938,33.2,1
2019.12.10 21:14:38,89,11.8,22.222,11.813,33.2,1
2019.12.10 21:09:37,90,12.3,66.667,11.875,33.2,1
2019.12.10 21:04:37,90,12.2,0,11.75,33.2,1
2019.12.10 20:59:38,90,12.4,22.222,11.813,33.2,1
2019.12.10 20:54:39,90,12.4,33.333,11.938,33.2,1
2019.12.10 20:49:38,90,12.2,0,12,33.2,1
2019.12.10 20:44:39,89,11.8,22.222,11.938,33.2,1
2019.12.10 20:39:39,90,12.1,11.111,11.875,33.2,1
2019.12.10 20:34:38,90,12.2,11.111,12,33.2,1
2019.12.10 20:29:37,90,12.2,0,12.063,33.2,1
2019.12.10 20:24:38,89,11.9,0,12.063,33.2,1
2019.12.10 20:19:38,89,11.9,0,12.063,33.2,1
2019.12.10 20:14:38,89,11.9,0,11.875,33.2,1
2019.12.10 20:09:37,89,11.6,44.444,,33.2,1
2019.12.10 20:04:37,89,11.6,33.333,12.125,33.2,1
2019.12.10 19:59:38,90,12.1,0,12.188,33.2,1
2019.12.10 19:49:38,90,12.3,77.778,12.25,33.2,1
2019.12.10 19:39:38,89,11.8,0,0,33.2,1
2019.12.10 19:34:38,89,11.9,0,12.375,33.2,1
2019.12.10 19:29:38,89,11.6,22.222,12.438,33.2,1
2019.12.10 19:24:37,89,11.3,22.222,12.5,33.2,1
2019.12.10 19:19:37,89,11.3,0,12.5,33.2,1
2019.12.10 19:14:38,89,11.1,0,12.438,33.2,1
2019.12.10 19:09:38,90,12.7,0,12.5,33.2,1
2019.12.10 19:04:38,91,13,0,12.5,33.2,1
2019.12.10 18:59:37,91,13.2,33.333,12.5,33.2,1
2019.12.10 18:54:37,91,13,22.222,12.625,33.2,1
2019.12.10 18:49:38,91,13,11.111,12.688,33.2,1
2019.12.10 18:44:38,91,13.1,44.444,12.625,33.2,1
2019.12.10 18:39:37,91,13.5,0,12.688,33.2,1
2019.12.10 18:34:37,91,13.5,11.111,12.938,33.2,1
2019.12.10 18:29:38,91,13.6,0,12.938,33.2,1
2019.12.10 18:24:38,91,13.5,0,13,33.2,1
2019.12.10 18:19:37,91,14.8,22.222,12.938,33.2,1
2019.12.10 18:14:38,91,15.1,33.333,12.875,33.2,1
2019.12.10 18:09:36,91,14.5,0,13.063,33.2,1
2019.12.10 18:04:38,91,14.8,0,13.063,33.2,1
2019.12.10 17:59:38,91,14.3,0,13.063,33.2,1
2019.12.10 17:54:38,91,14.2,0,13.188,33.2,1
2019.12.10 17:49:37,91,14.5,44.444,13.25,33.2,1
2019.12.10 17:44:36,91,14.7,0,13.125,33.2,1
2019.12.10 17:39:37,91,14.7,0,13.25,33.2,1
2019.12.10 17:34:37,91,15,0,13.375,33.2,1
2019.12.10 17:29:37,90,15.1,33.333,13.313,33.2,1
2019.12.10 17:24:36,86,15.6,88.889,13.438,33.2,1
2019.12.10 17:19:38,79,16,0,13.375,33.2,1
2019.12.10 17:14:37,78,15.8,33.333,13.688,33.2,1
2019.12.10 17:09:39,79,15.7,0,13.688,33.2,1
2019.12.10 17:04:36,79,15.6,44.444,13.688,33.2,1
2019.12.10 16:59:36,77,15.9,0,13.563,33.2,1
2019.12.10 16:54:36,77,16.4,0,13.625,33.2,1
2019.12.10 16:49:36,78,16.1,0,13.75,33.2,1
2019.12.10 16:44:36,75,16.7,0,13.938,33.2,1
2019.12.10 16:39:36,75,16.7,11.111,14,33.2,1
2019.12.10 16:34:36,75,16.3,0,14,33.2,1
2019.12.10 16:29:36,70,17.5,22.222,14.125,33.2,1
2019.12.10 16:24:37,70,17.4,22.222,14,33.2,1
2019.12.10 16:19:36,74,16.5,44.444,14.063,33.2,1
2019.12.10 16:14:36,71,16.9,55.556,14.25,33.2,1
2019.12.10 16:09:36,68,17,22.222,14.25,33.2,1
2019.12.10 16:04:36,65,17.4,0,14.313,33.2,1
2019.12.10 15:59:36,62,17.5,0,14.188,33.2,1
2019.12.10 15:54:36,63,17.4,0,14.5,33.2,1
2019.12.10 15:49:36,62,17.4,0,14.438,33.2,1
2019.12.10 15:39:36,59,17.7,0,14.563,33.2,1
2019.12.10 15:34:35,60,18,0,14.625,33.2,1
2019.12.10 15:29:36,56,18.6,0,14.813,33.2,1
2019.12.10 15:24:36,54,19.4,33.333,14.688,33.2,1
2019.12.10 15:19:35,52,20.5,44.444,14.75,33.2,1
