,Date/Time,Air Moisture,Air Temperature,Soil Moisture,Soil Temperature,Unnamed: 5,pole_no
1029,2019.12.30 11:23:23,30.0,27.9,18.391,7.25,33.2,1
1043,2019.12.30 11:13:23,31.0,28.3,4.598,7.063,33.2,1
1057,2019.12.30 11:03:23,31.0,27.7,22.989,6.75,33.2,1
1064,2019.12.30 10:58:22,33.0,27.2,13.793,6.625,33.2,1
1071,2019.12.30 10:53:21,36.0,26.7,13.793,6.438,33.2,1
1078,2019.12.30 10:48:22,36.0,26.6,13.793,6.563,33.2,1
1092,2019.12.30 10:38:21,44.0,24.5,18.391,6.125,33.2,1
1106,2019.12.30 10:28:22,57.0,18.5,9.195,6.0,33.2,1
1113,2019.12.30 10:23:22,54.0,20.2,13.793,5.875,33.2,1
1139,2019.12.30 10:03:22,70.0,16.3,9.195,5.375,33.2,1
1146,2019.12.30 09:58:22,65.0,16.4,22.989,5.313,33.2,1
1153,2019.12.30 09:53:21,61.0,18.7,13.793,5.063,33.2,1
1173,2019.12.30 09:38:22,56.0,19.5,18.391,4.938,33.2,1
1180,2019.12.30 09:33:21,58.0,19.4,41.379,4.75,33.2,1
1187,2019.12.30 09:28:22,55.0,20.3,50.575,4.875,33.2,1
1194,2019.12.30 09:23:20,58.0,19.3,59.77,4.813,33.2,1
1201,2019.12.30 09:18:21,73.0,18.3,32.184,4.688,33.2,1
1208,2019.12.30 09:13:21,72.0,16.7,9.195,4.563,33.2,1
1222,2019.12.30 09:03:21,86.0,14.9,18.391,4.563,33.2,1
1242,2019.12.30 08:48:21,90.0,12.4,22.989,4.5,33.2,1
1249,2019.12.30 08:43:20,90.0,12.5,22.989,4.438,33.2,1
1256,2019.12.30 08:38:20,89.0,11.3,50.575,4.125,33.2,1
1263,2019.12.30 08:33:20,88.0,10.7,22.989,4.25,33.2,1
1270,2019.12.30 08:28:21,88.0,10.4,13.793,4.25,33.2,1
1277,2019.12.30 08:23:21,88.0,9.1,18.391,4.125,33.2,1
1284,2019.12.30 08:18:20,88.0,6.9,18.391,4.0,33.2,1
1319,2019.12.30 00:34:01,87.0,2.4,16.961,6.0,33.2,1
1326,2019.12.30 00:29:00,87.0,2.7,5.654,6.063,33.2,1
1441,2019.12.29 23:03:56,87.0,3.5,5.654,6.313,33.2,1
1510,2019.12.29 22:13:56,87.0,4.2,5.654,6.625,33.2,1
1996,2019.12.29 16:18:56,91.0,13.7,11.307,10.562999999999999,33.2,1
2216,2019.12.29 13:38:54,35.0,27.1,11.307,10.937999999999999,33.2,1
2243,2019.12.29 13:18:54,36.0,26.1,5.654,10.687999999999999,33.2,1
2324,2019.12.29 12:18:54,52.0,22.2,16.961,9.062999999999999,33.2,1
2345,2019.12.29 12:03:52,85.0,15.9,5.654,8.625,33.2,1
2401,2019.12.29 11:23:52,88.0,10.4,5.654,7.938,33.2,1
2408,2019.12.29 11:18:52,88.0,10.4,5.654,8.0,33.2,1
2415,2019.12.29 11:13:52,88.0,10.7,28.269000000000002,7.938,33.2,1
2429,2019.12.29 11:03:53,88.0,8.6,16.961,7.938,33.2,1
2436,2019.12.29 10:58:52,88.0,8.2,28.269000000000002,7.813,33.2,1
3584,2019.12.27 02:09:30,87.0,2.3,10.714,5.688,33.2,1
3597,2019.12.27 01:59:31,87.0,2.1,32.143,5.75,33.2,1
3610,2019.12.27 01:49:30,86.0,1.9,21.429000000000002,5.75,33.2,1
3617,2019.12.27 01:44:30,87.0,2.4,3.571,5.813,33.2,1
3624,2019.12.27 01:39:30,87.0,3.0,25.0,5.75,33.2,1
3631,2019.12.27 01:34:31,87.0,2.7,14.286,5.813,33.2,1
3638,2019.12.27 01:29:30,87.0,2.9,7.143,5.938,33.2,1
3651,2019.12.27 01:19:30,87.0,2.8,10.714,5.813,33.2,1
3658,2019.12.27 01:14:30,87.0,2.6,14.286,5.875,33.2,1
3665,2019.12.27 01:09:31,87.0,2.5,3.571,5.875,33.2,1
3672,2019.12.27 01:04:30,87.0,2.5,7.143,5.938,33.2,1
3685,2019.12.27 00:54:31,87.0,3.1,32.143,6.063,33.2,1
3692,2019.12.27 00:49:30,87.0,3.1,21.429000000000002,6.188,33.2,1
3699,2019.12.27 00:44:31,87.0,2.8,35.714,6.188,33.2,1
3706,2019.12.27 00:39:30,87.0,2.8,3.571,6.25,33.2,1
3713,2019.12.27 00:34:31,87.0,2.9,25.0,6.313,33.2,1
3720,2019.12.27 00:29:30,87.0,2.7,28.570999999999998,6.125,33.2,1
3727,2019.12.27 00:24:30,87.0,2.8,21.429000000000002,6.375,33.2,1
3734,2019.12.27 00:19:30,87.0,2.9,17.857,6.375,33.2,1
3741,2019.12.27 00:14:31,87.0,2.9,3.571,6.438,33.2,1
3748,2019.12.27 00:09:30,87.0,2.8,25.0,6.375,33.2,1
3762,2019.12.26 23:59:30,87.0,2.7,10.714,6.313,33.2,1
3769,2019.12.26 23:54:31,87.0,3.2,17.857,6.563,33.2,1
3776,2019.12.26 23:49:30,87.0,3.7,17.857,6.563,33.2,1
3783,2019.12.26 23:44:27,87.0,3.8,25.0,6.563,33.2,1
3790,2019.12.26 23:39:27,87.0,4.2,25.0,6.563,33.2,1
3806,2019.12.26 23:24:27,87.0,3.7,28.570999999999998,6.5,33.2,1
3813,2019.12.26 23:19:27,87.0,4.6,25.0,6.625,33.2,1
3820,2019.12.26 23:14:27,87.0,4.9,28.570999999999998,6.813,33.2,1
3827,2019.12.26 23:09:27,88.0,5.1,21.429000000000002,6.875,33.2,1
3834,2019.12.26 23:04:27,88.0,5.3,28.570999999999998,6.813,33.2,1
3848,2019.12.26 22:54:27,87.0,4.8,28.570999999999998,6.813,33.2,1
3855,2019.12.26 22:49:27,87.0,4.9,32.143,6.875,33.2,1
3875,2019.12.26 22:34:27,88.0,5.0,10.714,7.0,33.2,1
3882,2019.12.26 22:29:27,88.0,5.1,21.429000000000002,7.0,33.2,1
3889,2019.12.26 22:24:27,88.0,5.2,3.571,7.125,33.2,1
3896,2019.12.26 22:19:27,88.0,5.3,32.143,7.125,33.2,1
3909,2019.12.26 22:09:27,87.0,4.7,21.429000000000002,7.188,33.2,1
3936,2019.12.26 21:49:27,87.0,4.2,32.143,7.25,33.2,1
3943,2019.12.26 21:44:27,87.0,4.3,17.857,7.313,33.2,1
3963,2019.12.26 21:29:27,87.0,4.5,3.571,7.5,33.2,1
3970,2019.12.26 21:24:27,87.0,4.6,7.143,7.375,33.2,1
3977,2019.12.26 21:19:27,87.0,4.9,10.714,7.563,33.2,1
3984,2019.12.26 21:14:27,88.0,5.1,14.286,7.625,33.2,1
3991,2019.12.26 21:09:27,88.0,5.3,25.0,7.688,33.2,1
3998,2019.12.26 21:04:27,88.0,5.8,39.286,7.688,33.2,1
4005,2019.12.26 20:59:27,88.0,5.5,25.0,7.5,33.2,1
4012,2019.12.26 20:54:27,88.0,5.7,10.714,7.688,33.2,1
4019,2019.12.26 20:49:27,88.0,5.6,17.857,7.563,33.2,1
4026,2019.12.26 20:44:27,87.0,4.6,17.857,7.75,33.2,1
4033,2019.12.26 20:39:27,88.0,6.3,25.0,7.813,33.2,1
4040,2019.12.26 20:34:27,88.0,6.4,21.429000000000002,7.875,33.2,1
4047,2019.12.26 20:29:27,88.0,6.6,25.0,7.813,33.2,1
4054,2019.12.26 20:24:27,88.0,7.1,17.857,7.938,33.2,1
4073,2019.12.26 20:09:27,88.0,7.6,3.571,8.125,33.2,1
4080,2019.12.26 20:04:27,88.0,7.5,21.429000000000002,8.062999999999999,33.2,1
4087,2019.12.26 19:59:27,88.0,7.3,25.0,8.125,33.2,1
4094,2019.12.26 19:54:27,88.0,7.4,17.857,8.25,33.2,1
4108,2019.12.26 19:44:27,88.0,7.3,17.857,8.25,33.2,1
4121,2019.12.26 19:34:27,88.0,7.6,3.571,8.437999999999999,33.2,1
4128,2019.12.26 19:29:27,88.0,7.7,17.857,8.25,33.2,1
4135,2019.12.26 19:24:27,88.0,7.8,10.714,8.5,33.2,1
4142,2019.12.26 19:19:27,88.0,8.1,10.714,8.437999999999999,33.2,1
4168,2019.12.26 18:59:27,88.0,8.3,7.143,8.75,33.2,1
4175,2019.12.26 18:54:27,88.0,8.2,7.143,8.75,33.2,1
4182,2019.12.26 18:49:27,88.0,8.5,3.571,8.625,33.2,1
4195,2019.12.26 18:39:27,88.0,8.7,10.714,8.875,33.2,1
4202,2019.12.26 18:34:27,88.0,8.7,25.0,8.937999999999999,33.2,1
4209,2019.12.26 18:29:27,88.0,8.8,25.0,8.937999999999999,33.2,1
4216,2019.12.26 18:24:27,88.0,8.7,17.857,9.062999999999999,33.2,1
4223,2019.12.26 18:19:27,88.0,8.7,3.571,9.062999999999999,33.2,1
4230,2019.12.26 18:14:27,88.0,8.7,21.429000000000002,9.187999999999999,33.2,1
4237,2019.12.26 18:09:27,88.0,8.8,25.0,9.125,33.2,1
4244,2019.12.26 18:04:27,88.0,9.0,21.429000000000002,9.312999999999999,33.2,1
4251,2019.12.26 17:59:26,88.0,9.3,3.571,9.375,33.2,1
4258,2019.12.26 17:54:27,88.0,10.0,17.857,9.437999999999999,33.2,1
4265,2019.12.26 17:49:27,89.0,11.1,17.857,9.5,33.2,1
4272,2019.12.26 17:44:27,88.0,10.9,32.143,9.625,33.2,1
4291,2019.12.26 17:29:27,88.0,10.7,10.714,9.875,33.2,1
4303,2019.12.26 17:19:26,89.0,11.3,28.570999999999998,9.812999999999999,33.2,1
4310,2019.12.26 17:14:26,90.0,12.0,14.286,9.875,33.2,1
4324,2019.12.26 17:04:26,90.0,12.6,25.0,10.062999999999999,33.2,1
4364,2019.12.26 16:34:26,81.0,16.6,32.143,10.687999999999999,33.2,1
4371,2019.12.26 16:29:26,78.0,17.3,3.571,10.687999999999999,33.2,1
4385,2019.12.26 16:19:26,87.0,15.7,25.0,10.875,33.2,1
4397,2019.12.26 16:09:26,80.0,16.4,3.571,10.875,33.2,1
4404,2019.12.26 16:04:26,80.0,17.1,10.714,10.75,33.2,1
4411,2019.12.26 15:59:26,78.0,17.3,7.143,11.062999999999999,33.2,1
4418,2019.12.26 15:54:26,85.0,16.5,32.143,11.0,33.2,1
4424,2019.12.26 15:49:26,81.0,17.1,21.429000000000002,11.062999999999999,33.2,1
4431,2019.12.26 15:44:26,89.0,16.2,25.0,11.125,33.2,1
4438,2019.12.26 15:39:26,85.0,16.9,17.857,11.0,33.2,1
4445,2019.12.26 15:34:26,91.0,15.2,25.0,11.187999999999999,33.2,1
4452,2019.12.26 15:29:26,90.0,15.5,3.571,11.25,33.2,1
4459,2019.12.26 15:24:25,86.0,15.5,17.857,11.25,33.2,1
4466,2019.12.26 15:19:25,78.0,17.5,32.143,11.25,33.2,1
4473,2019.12.26 15:14:25,87.0,15.5,21.429000000000002,11.312999999999999,33.2,1
4480,2019.12.26 15:09:25,84.0,15.8,25.0,11.312999999999999,33.2,1
4493,2019.12.26 14:59:25,81.0,16.3,28.570999999999998,11.437999999999999,33.2,1
4507,2019.12.26 14:49:25,85.0,15.7,35.714,11.562999999999999,33.2,1
4513,2019.12.26 14:44:25,82.0,17.1,7.143,11.375,33.2,1
4520,2019.12.26 14:39:25,82.0,15.4,7.143,11.5,33.2,1
4527,2019.12.26 14:34:25,73.0,17.0,10.714,11.625,33.2,1
4534,2019.12.26 14:29:25,69.0,18.6,3.571,11.625,33.2,1
4541,2019.12.26 14:24:25,79.0,16.5,32.143,11.687999999999999,33.2,1
4548,2019.12.26 14:19:25,75.0,17.4,17.857,11.687999999999999,33.2,1
4554,2019.12.26 14:14:25,80.0,16.6,10.714,11.687999999999999,33.2,1
4561,2019.12.26 14:09:25,79.0,16.5,10.714,11.562999999999999,33.2,1
4568,2019.12.26 14:04:25,72.0,17.2,10.714,11.625,33.2,1
4589,2019.12.26 13:49:25,64.0,18.3,21.429000000000002,11.437999999999999,33.2,1
4603,2019.12.26 13:39:24,67.0,17.9,10.714,11.562999999999999,33.2,1
4610,2019.12.26 13:34:24,57.0,19.9,28.570999999999998,11.375,33.2,1
4637,2019.12.26 03:02:52,87.0,4.7,11.110999999999999,6.438,33.2,1
4650,2019.12.26 02:52:52,87.0,4.7,11.110999999999999,6.375,33.2,1
4669,2019.12.26 02:37:52,87.0,4.7,7.407,6.313,33.2,1
4676,2019.12.26 02:32:52,87.0,4.7,11.110999999999999,6.188,33.2,1
4690,2019.12.26 02:22:52,87.0,4.2,14.815,6.188,33.2,1
4697,2019.12.26 02:17:52,87.0,4.2,3.7039999999999997,6.125,33.2,1
4704,2019.12.26 02:12:52,87.0,3.9,14.815,6.125,33.2,1
4711,2019.12.26 02:07:52,87.0,3.7,7.407,6.125,33.2,1
4718,2019.12.26 02:02:52,87.0,3.6,7.407,6.125,33.2,1
4725,2019.12.26 01:57:52,87.0,3.3,14.815,6.0,33.2,1
4732,2019.12.26 01:52:52,87.0,3.2,7.407,6.125,33.2,1
4739,2019.12.26 01:47:52,87.0,2.9,14.815,6.125,33.2,1
4753,2019.12.26 01:37:52,87.0,2.7,3.7039999999999997,6.125,33.2,1
4760,2019.12.26 01:32:52,87.0,2.7,22.221999999999998,6.25,33.2,1
4780,2019.12.26 01:17:52,87.0,3.0,7.407,6.313,33.2,1
4787,2019.12.26 01:12:52,87.0,2.9,14.815,6.313,33.2,1
4814,2019.12.26 00:52:52,87.0,3.0,22.221999999999998,6.438,33.2,1
4821,2019.12.26 00:47:52,87.0,2.9,7.407,6.563,33.2,1
4828,2019.12.26 00:42:52,87.0,2.5,3.7039999999999997,6.438,33.2,1
4842,2019.12.26 00:32:52,87.0,3.9,7.407,6.563,33.2,1
4849,2019.12.26 00:27:53,87.0,3.9,29.63,6.563,33.2,1
4855,2019.12.26 00:22:53,87.0,3.8,22.221999999999998,6.625,33.2,1
4862,2019.12.26 00:17:53,87.0,3.9,18.519000000000002,6.688,33.2,1
4869,2019.12.26 00:12:52,87.0,3.7,33.333,6.688,33.2,1
4876,2019.12.26 00:07:52,87.0,3.4,22.221999999999998,6.75,33.2,1
4883,2019.12.26 00:02:52,87.0,3.2,40.741,6.813,33.2,1
4903,2019.12.25 23:47:53,87.0,3.7,18.519000000000002,6.688,33.2,1
4910,2019.12.25 23:42:48,87.0,4.0,29.63,7.0,33.2,1
4924,2019.12.25 23:32:48,87.0,4.6,7.407,6.938,33.2,1
4931,2019.12.25 23:27:48,87.0,4.2,11.110999999999999,6.875,33.2,1
4938,2019.12.25 23:22:48,87.0,4.3,14.815,7.0,33.2,1
4945,2019.12.25 23:17:48,87.0,4.2,29.63,7.063,33.2,1
4952,2019.12.25 23:12:48,87.0,4.3,11.110999999999999,7.188,33.2,1
4980,2019.12.25 22:52:48,87.0,4.2,11.110999999999999,7.25,33.2,1
5000,2019.12.25 22:37:48,88.0,5.1,11.110999999999999,7.25,33.2,1
5007,2019.12.25 22:32:48,88.0,5.3,3.7039999999999997,7.375,33.2,1
5021,2019.12.25 22:22:48,87.0,4.9,14.815,7.438,33.2,1
5028,2019.12.25 22:17:48,87.0,4.6,33.333,7.563,33.2,1
5035,2019.12.25 22:12:48,87.0,4.6,18.519000000000002,7.563,33.2,1
5042,2019.12.25 22:07:48,87.0,4.5,14.815,7.625,33.2,1
5049,2019.12.25 22:02:48,87.0,4.3,22.221999999999998,7.5,33.2,1
5056,2019.12.25 21:57:48,87.0,4.2,7.407,7.5,33.2,1
5063,2019.12.25 21:52:48,88.0,5.5,11.110999999999999,7.813,33.2,1
5070,2019.12.25 21:47:48,88.0,5.8,7.407,7.75,33.2,1
5105,2019.12.25 21:22:48,88.0,5.9,3.7039999999999997,7.938,33.2,1
5125,2019.12.25 21:07:48,88.0,6.9,11.110999999999999,7.938,33.2,1
5132,2019.12.25 21:02:48,88.0,7.2,11.110999999999999,8.125,33.2,1
5139,2019.12.25 20:57:48,88.0,7.4,7.407,8.125,33.2,1
5153,2019.12.25 20:47:48,88.0,7.0,18.519000000000002,8.187999999999999,33.2,1
5160,2019.12.25 20:42:48,88.0,6.8,7.407,8.25,33.2,1
5181,2019.12.25 20:27:48,88.0,7.0,11.110999999999999,8.25,33.2,1
5215,2019.12.25 20:02:48,88.0,7.1,14.815,8.5,33.2,1
5222,2019.12.25 19:57:48,88.0,7.4,7.407,8.625,33.2,1
5236,2019.12.25 19:47:48,88.0,6.6,29.63,8.75,33.2,1
5250,2019.12.25 19:37:48,88.0,8.7,14.815,8.875,33.2,1
5257,2019.12.25 19:32:48,88.0,8.7,11.110999999999999,8.937999999999999,33.2,1
5284,2019.12.25 19:12:48,88.0,9.2,3.7039999999999997,9.125,33.2,1
5305,2019.12.25 18:57:48,88.0,9.0,11.110999999999999,9.187999999999999,33.2,1
5325,2019.12.25 18:42:48,88.0,9.8,7.407,9.25,33.2,1
5346,2019.12.25 18:27:48,88.0,9.6,18.519000000000002,9.5,33.2,1
5353,2019.12.25 18:22:48,88.0,9.9,7.407,9.687999999999999,33.2,1
5360,2019.12.25 18:17:48,88.0,10.8,7.407,9.75,33.2,1
5374,2019.12.25 18:07:48,88.0,10.3,14.815,9.812999999999999,33.2,1
5381,2019.12.25 18:02:48,88.0,10.8,11.110999999999999,9.812999999999999,33.2,1
5388,2019.12.25 17:57:48,89.0,11.0,3.7039999999999997,9.875,33.2,1
5395,2019.12.25 17:52:48,89.0,11.6,7.407,9.937999999999999,33.2,1
5402,2019.12.25 17:47:48,89.0,11.9,33.333,9.937999999999999,33.2,1
5409,2019.12.25 17:42:48,90.0,12.1,22.221999999999998,10.0,33.2,1
5416,2019.12.25 17:37:48,90.0,12.0,11.110999999999999,10.187999999999999,33.2,1
5436,2019.12.25 17:22:48,90.0,12.9,14.815,10.375,33.2,1
5443,2019.12.25 17:17:48,91.0,13.2,7.407,10.562999999999999,33.2,1
5450,2019.12.25 17:12:48,91.0,13.9,7.407,10.562999999999999,33.2,1
5457,2019.12.25 17:07:48,81.0,15.2,18.519000000000002,10.562999999999999,33.2,1
5470,2019.12.25 16:57:47,83.0,15.2,22.221999999999998,10.875,33.2,1
5477,2019.12.25 16:52:48,78.0,15.6,7.407,10.875,33.2,1
5499,2019.12.24 13:12:07,80.0,16.9,31.818,11.25,33.2,1
5507,2019.12.24 13:07:06,82.0,16.9,9.091000000000001,11.187999999999999,33.2,1
5515,2019.12.24 13:02:06,77.0,16.9,31.818,11.187999999999999,33.2,1
5523,2019.12.24 12:57:06,71.0,19.2,18.182000000000002,11.062999999999999,33.2,1
5547,2019.12.24 12:42:07,66.0,19.4,13.636,10.687999999999999,33.2,1
5572,2019.12.24 12:27:06,65.0,19.7,18.182000000000002,10.375,33.2,1
5581,2019.12.24 12:22:07,71.0,19.3,18.182000000000002,10.312999999999999,33.2,1
5590,2019.12.24 12:17:06,76.0,17.7,4.545,10.125,33.2,1
5598,2019.12.24 12:12:06,70.0,19.4,4.545,10.125,33.2,1
5606,2019.12.24 12:07:07,86.0,16.0,9.091000000000001,10.0,33.2,1
5620,2019.12.24 11:57:07,75.0,17.2,22.726999999999997,9.812999999999999,33.2,1
5634,2019.12.24 11:47:07,85.0,15.3,13.636,9.562999999999999,33.2,1
5655,2019.12.24 11:32:06,73.0,18.0,9.091000000000001,9.437999999999999,33.2,1
5669,2019.12.24 11:22:06,64.0,18.7,9.091000000000001,8.937999999999999,33.2,1
5676,2019.12.24 11:17:07,57.0,21.2,31.818,8.875,33.2,1
5683,2019.12.24 11:12:05,65.0,19.7,18.182000000000002,8.562999999999999,33.2,1
5690,2019.12.24 11:07:05,68.0,19.1,22.726999999999997,8.437999999999999,33.2,1
5704,2019.12.24 10:57:06,75.0,17.1,18.182000000000002,8.25,33.2,1
5711,2019.12.24 10:52:06,77.0,17.1,9.091000000000001,8.125,33.2,1
5718,2019.12.24 10:47:05,74.0,17.3,13.636,8.0,33.2,1
5745,2019.12.24 10:27:06,86.0,16.0,18.182000000000002,7.75,33.2,1
5766,2019.12.24 10:12:06,86.0,16.0,4.545,7.625,33.2,1
5773,2019.12.24 10:07:09,82.0,17.1,13.636,7.375,33.2,1
5780,2019.12.24 10:02:06,87.0,15.8,13.636,7.375,33.2,1
5794,2019.12.24 09:52:06,91.0,15.6,4.545,7.25,33.2,1
5808,2019.12.24 09:42:06,89.0,11.1,4.545,7.063,33.2,1
5815,2019.12.24 09:37:05,90.0,12.7,22.726999999999997,7.0,33.2,1
5822,2019.12.24 09:32:06,91.0,13.2,4.545,6.938,33.2,1
5843,2019.12.24 09:17:05,88.0,10.4,4.545,6.688,33.2,1
5850,2019.12.24 09:12:05,88.0,9.8,4.545,6.563,33.2,1
5886,2019.12.24 03:50:00,87.0,3.5,45.455,6.563,33.2,1
5893,2019.12.24 03:45:00,87.0,3.4,9.091000000000001,6.5,33.2,1
5900,2019.12.24 03:40:00,87.0,3.4,24.241999999999997,6.438,33.2,1
5912,2019.12.24 03:30:00,87.0,3.4,27.273000000000003,6.688,33.2,1
5919,2019.12.24 03:25:00,87.0,3.3,18.182000000000002,6.75,33.2,1
5926,2019.12.24 03:20:00,87.0,3.5,21.212,6.75,33.2,1
5933,2019.12.24 03:15:01,87.0,3.4,30.303,6.688,33.2,1
5940,2019.12.24 03:10:00,87.0,3.5,42.424,6.75,33.2,1
5947,2019.12.24 03:05:00,87.0,3.6,36.364000000000004,6.75,33.2,1
5954,2019.12.24 03:00:00,87.0,3.8,9.091000000000001,6.688,33.2,1
5961,2019.12.24 02:55:00,87.0,4.1,18.182000000000002,6.938,33.2,1
5968,2019.12.24 02:50:00,87.0,4.1,33.333,6.875,33.2,1
5975,2019.12.24 02:45:00,87.0,4.0,27.273000000000003,6.688,33.2,1
5982,2019.12.24 02:40:00,87.0,3.9,33.333,6.875,33.2,1
5989,2019.12.24 02:35:00,87.0,3.7,24.241999999999997,7.0,33.2,1
5996,2019.12.24 02:30:00,87.0,4.0,18.182000000000002,6.875,33.2,1
6003,2019.12.24 02:25:00,87.0,4.1,18.182000000000002,7.063,33.2,1
6009,2019.12.24 02:20:00,87.0,4.0,24.241999999999997,7.063,33.2,1
6016,2019.12.24 02:15:00,87.0,4.2,27.273000000000003,7.125,33.2,1
6023,2019.12.24 02:10:00,87.0,4.0,21.212,7.125,33.2,1
6030,2019.12.24 02:05:00,87.0,4.2,12.120999999999999,7.125,33.2,1
6043,2019.12.24 01:55:00,87.0,3.9,48.485,7.125,33.2,1
6050,2019.12.24 01:50:00,87.0,4.2,15.152000000000001,7.125,33.2,1
6057,2019.12.24 01:45:00,87.0,4.7,15.152000000000001,7.25,33.2,1
6064,2019.12.24 01:40:00,87.0,4.9,18.182000000000002,7.313,33.2,1
6071,2019.12.24 01:35:00,88.0,5.0,27.273000000000003,7.313,33.2,1
6078,2019.12.24 01:30:00,87.0,4.7,6.061,7.25,33.2,1
6085,2019.12.24 01:25:00,87.0,4.5,24.241999999999997,7.25,33.2,1
