,Date/Time,Air Moisture,Air Temperature,Soil Moisture,Soil Temperature,Unnamed: 5,pole_no
269,2019.12.30 20:42:00,88.0,7.4,67.315,8.312999999999999,33.2,5
276,2019.12.30 20:37:00,88.0,7.5,70.817,8.375,33.2,5
281,2019.12.30 20:31:57,88.0,7.7,68.872,8.437999999999999,33.2,5
288,2019.12.30 20:26:56,88.0,7.5,68.872,8.5,33.2,5
295,2019.12.30 20:21:55,88.0,7.6,70.428,8.562999999999999,33.2,5
302,2019.12.30 20:16:55,88.0,7.3,69.26100000000001,8.687999999999999,33.2,5
309,2019.12.30 20:11:53,88.0,7.3,70.817,8.75,33.2,5
316,2019.12.30 20:06:53,88.0,7.6,70.039,8.812999999999999,33.2,5
324,2019.12.30 20:01:51,88.0,7.9,69.65,8.875,33.2,5
331,2019.12.30 19:56:51,88.0,7.8,66.53699999999999,8.875,33.2,5
337,2019.12.30 19:51:51,88.0,8.2,68.872,9.0,33.2,5
344,2019.12.30 19:46:50,88.0,7.9,68.872,9.0,33.2,5
351,2019.12.30 19:41:49,88.0,8.8,73.93,9.062999999999999,33.2,5
358,2019.12.30 19:36:47,88.0,8.6,70.039,9.187999999999999,33.2,5
365,2019.12.30 19:31:47,88.0,8.5,65.759,9.25,33.2,5
372,2019.12.30 19:26:47,88.0,8.0,70.817,9.312999999999999,33.2,5
380,2019.12.30 19:21:46,88.0,8.7,68.872,9.375,33.2,5
386,2019.12.30 19:16:45,88.0,8.3,68.093,9.5,33.2,5
393,2019.12.30 19:11:44,88.0,8.5,70.039,9.625,33.2,5
400,2019.12.30 19:06:44,88.0,8.8,71.595,9.687999999999999,33.2,5
408,2019.12.30 19:01:42,88.0,9.6,66.926,9.75,33.2,5
414,2019.12.30 18:56:42,89.0,11.0,66.926,9.875,33.2,5
421,2019.12.30 18:51:41,89.0,11.8,70.039,9.875,33.2,5
429,2019.12.30 18:46:40,89.0,11.9,68.872,9.937999999999999,33.2,5
435,2019.12.30 18:41:40,89.0,11.0,70.817,10.062999999999999,33.2,5
442,2019.12.30 18:36:39,88.0,10.8,70.817,10.187999999999999,33.2,5
449,2019.12.30 18:31:38,88.0,10.9,69.65,10.312999999999999,33.2,5
457,2019.12.30 18:26:37,89.0,11.3,66.53699999999999,10.375,33.2,5
464,2019.12.30 18:21:36,89.0,11.1,67.315,10.375,33.2,5
470,2019.12.30 18:16:36,89.0,11.2,70.428,10.562999999999999,33.2,5
477,2019.12.30 18:11:35,89.0,11.2,72.374,10.625,33.2,5
484,2019.12.30 18:06:35,89.0,11.2,68.093,10.75,33.2,5
491,2019.12.30 18:01:35,89.0,11.4,68.093,10.812999999999999,33.2,5
498,2019.12.30 17:56:33,89.0,11.5,70.039,10.937999999999999,33.2,5
505,2019.12.30 17:51:33,89.0,11.6,68.482,11.0,33.2,5
510,2019.12.30 17:46:32,89.0,11.6,68.482,11.062999999999999,33.2,5
517,2019.12.30 17:41:32,90.0,12.2,68.872,11.187999999999999,33.2,5
524,2019.12.30 17:36:32,90.0,12.5,71.984,11.312999999999999,33.2,5
532,2019.12.30 17:31:30,90.0,12.5,68.872,11.437999999999999,33.2,5
538,2019.12.30 17:26:29,90.0,12.7,68.872,11.562999999999999,33.2,5
545,2019.12.30 17:21:28,91.0,13.1,68.482,11.625,33.2,5
552,2019.12.30 17:16:32,91.0,13.4,73.541,11.812999999999999,33.2,5
558,2019.12.30 17:11:29,89.0,14.2,68.872,11.875,33.2,5
565,2019.12.30 17:06:26,84.0,15.1,71.206,12.0,33.2,5
572,2019.12.30 17:01:24,77.0,15.5,71.206,12.125,33.2,5
579,2019.12.30 16:56:24,70.0,16.3,68.482,12.25,33.2,5
586,2019.12.30 16:51:24,63.0,17.7,68.093,12.312999999999999,33.2,5
593,2019.12.30 16:46:23,60.0,18.3,69.26100000000001,12.5,33.2,5
600,2019.12.30 16:41:22,60.0,17.9,71.595,12.562999999999999,33.2,5
607,2019.12.30 16:36:21,62.0,17.4,71.206,12.687999999999999,33.2,5
614,2019.12.30 16:31:20,53.0,19.8,71.206,12.75,33.2,5
620,2019.12.30 16:26:20,55.0,19.1,71.206,12.875,33.2,5
627,2019.12.30 16:21:19,56.0,18.9,69.65,12.875,33.2,5
634,2019.12.30 16:16:18,51.0,20.1,69.26100000000001,13.0,33.2,5
647,2019.12.30 16:06:15,47.0,20.9,68.872,13.187999999999999,33.2,5
654,2019.12.30 16:01:15,50.0,19.8,69.65,13.25,33.2,5
660,2019.12.30 15:56:14,44.0,21.5,71.984,13.312999999999999,33.2,5
666,2019.12.30 15:51:13,50.0,20.1,70.817,13.375,33.2,5
671,2019.12.30 15:46:13,41.0,22.4,68.872,13.437999999999999,33.2,5
678,2019.12.30 15:41:12,38.0,22.6,73.541,13.437999999999999,33.2,5
685,2019.12.30 15:36:11,36.0,23.6,71.984,13.5,33.2,5
693,2019.12.30 15:31:10,36.0,26.4,70.817,13.5,33.2,5
700,2019.12.30 15:26:09,35.0,24.9,69.65,13.5,33.2,5
706,2019.12.30 15:21:09,41.0,23.8,70.039,13.562999999999999,33.2,5
713,2019.12.30 15:16:08,41.0,22.9,69.26100000000001,13.625,33.2,5
720,2019.12.30 15:11:08,41.0,23.0,70.039,13.562999999999999,33.2,5
727,2019.12.30 15:06:07,44.0,21.3,69.65,13.5,33.2,5
734,2019.12.30 15:01:06,44.0,22.3,71.206,13.562999999999999,33.2,5
742,2019.12.30 14:56:06,45.0,20.5,71.206,13.5,33.2,5
748,2019.12.30 14:51:05,45.0,22.5,71.984,13.562999999999999,33.2,5
755,2019.12.30 14:46:04,40.0,23.1,70.428,13.5,33.2,5
768,2019.12.30 14:36:03,40.0,22.7,72.763,13.5,33.2,5
776,2019.12.30 14:31:01,33.0,25.2,72.763,13.437999999999999,33.2,5
782,2019.12.30 14:26:01,39.0,23.2,71.595,13.437999999999999,33.2,5
789,2019.12.30 14:21:01,32.0,24.5,70.039,13.375,33.2,5
797,2019.12.30 14:16:00,30.0,25.5,72.763,13.312999999999999,33.2,5
803,2019.12.30 14:11:00,36.0,23.0,70.817,13.312999999999999,33.2,5
810,2019.12.30 14:05:58,32.0,24.1,70.428,13.25,33.2,5
816,2019.12.30 14:00:58,41.0,23.3,70.039,13.187999999999999,33.2,5
822,2019.12.30 13:55:57,34.0,23.5,70.817,13.125,33.2,5
828,2019.12.30 13:50:54,32.0,24.8,68.093,13.0,33.2,5
835,2019.12.30 13:45:54,41.0,21.8,72.763,13.0,33.2,5
842,2019.12.30 13:40:53,26.0,26.2,71.984,12.937999999999999,33.2,5
850,2019.12.30 13:35:51,29.0,25.7,71.984,12.812999999999999,33.2,5
855,2019.12.30 13:30:51,41.0,23.2,70.039,12.75,33.2,5
862,2019.12.30 13:25:51,30.0,26.8,70.039,12.625,33.2,5
869,2019.12.30 13:20:50,24.0,28.3,71.206,12.562999999999999,33.2,5
876,2019.12.30 13:15:50,24.0,28.6,68.482,12.375,33.2,5
883,2019.12.30 13:10:48,32.0,25.2,69.65,12.25,33.2,5
890,2019.12.30 13:05:48,28.0,28.0,70.428,12.187999999999999,33.2,5
898,2019.12.30 13:00:47,27.0,27.6,72.763,12.062999999999999,33.2,5
905,2019.12.30 12:55:46,26.0,27.7,71.984,11.812999999999999,33.2,5
911,2019.12.30 12:50:45,41.0,22.4,70.039,11.687999999999999,33.2,5
918,2019.12.30 12:45:44,39.0,21.8,71.984,11.562999999999999,33.2,5
924,2019.12.30 12:40:44,29.0,26.8,69.65,11.437999999999999,33.2,5
931,2019.12.30 12:35:43,35.0,23.2,73.152,11.25,33.2,5
938,2019.12.30 12:30:42,25.0,29.9,70.817,11.125,33.2,5
945,2019.12.30 12:25:42,26.0,28.2,70.039,10.875,33.2,5
952,2019.12.30 12:20:41,30.0,26.2,72.763,10.687999999999999,33.2,5
959,2019.12.30 12:15:41,34.0,23.4,68.482,10.562999999999999,33.2,5
966,2019.12.30 12:10:39,19.0,32.4,70.039,10.312999999999999,33.2,5
973,2019.12.30 12:05:39,24.0,30.6,70.428,10.062999999999999,33.2,5
980,2019.12.30 12:00:38,21.0,31.4,70.428,9.937999999999999,33.2,5
988,2019.12.30 11:55:37,22.0,30.0,70.039,9.75,33.2,5
993,2019.12.30 11:50:37,22.0,31.2,71.984,9.562999999999999,33.2,5
1000,2019.12.30 11:45:36,29.0,29.3,70.817,9.375,33.2,5
1007,2019.12.30 11:40:36,29.0,28.7,72.763,9.187999999999999,33.2,5
1013,2019.12.30 11:35:36,30.0,27.4,71.595,9.0,33.2,5
1020,2019.12.30 11:30:35,31.0,28.0,72.763,8.75,33.2,5
1028,2019.12.30 11:25:33,31.0,28.2,71.984,8.562999999999999,33.2,5
1034,2019.12.30 11:20:33,30.0,28.4,71.984,8.5,33.2,5
1042,2019.12.30 11:15:32,32.0,28.0,68.093,8.187999999999999,33.2,5
1049,2019.12.30 11:10:31,31.0,27.9,73.152,7.938,33.2,5
1055,2019.12.30 11:05:30,30.0,27.8,70.428,7.75,33.2,5
1062,2019.12.30 11:00:30,33.0,27.3,69.65,7.563,33.2,5
1069,2019.12.30 10:55:30,34.0,26.8,68.872,7.313,33.2,5
1076,2019.12.30 10:50:29,36.0,26.6,69.26100000000001,7.063,33.2,5
1084,2019.12.30 10:45:28,38.0,24.8,71.206,6.938,33.2,5
1090,2019.12.30 10:40:27,44.0,24.7,69.65,6.688,33.2,5
1098,2019.12.30 10:35:26,53.0,19.5,70.039,6.5,33.2,5
1104,2019.12.30 10:30:26,57.0,18.5,72.374,6.313,33.2,5
1111,2019.12.30 10:25:26,52.0,20.7,69.65,6.188,33.2,5
1118,2019.12.30 10:20:25,61.0,17.8,69.65,5.938,33.2,5
1124,2019.12.30 10:15:23,60.0,20.2,73.93,5.75,33.2,5
1130,2019.12.30 10:10:24,61.0,19.0,70.039,5.5,33.2,5
1137,2019.12.30 10:05:23,69.0,16.3,68.093,5.5,33.2,5
1144,2019.12.30 10:00:23,67.0,16.2,69.26100000000001,5.063,33.2,5
1151,2019.12.30 09:55:22,60.0,18.7,71.984,5.0,33.2,5
1158,2019.12.30 09:50:20,67.0,16.7,69.65,4.875,33.2,5
1164,2019.12.30 09:45:20,60.0,18.0,69.65,4.75,33.2,5
1172,2019.12.30 09:40:19,58.0,19.8,69.26100000000001,4.625,33.2,5
1178,2019.12.30 09:35:19,59.0,19.5,68.093,4.5,33.2,5
1185,2019.12.30 09:30:18,55.0,20.3,68.093,4.438,33.2,5
1192,2019.12.30 09:25:18,59.0,19.4,67.704,4.313,33.2,5
1199,2019.12.30 09:20:16,75.0,18.6,69.65,4.188,33.2,5
1206,2019.12.30 09:15:16,72.0,16.7,73.541,4.125,33.2,5
1214,2019.12.30 09:10:15,76.0,16.6,68.872,3.938,33.2,5
1221,2019.12.30 09:05:14,84.0,15.2,73.152,3.938,33.2,5
1226,2019.12.30 09:00:13,91.0,13.7,68.482,3.875,33.2,5
1233,2019.12.30 08:55:13,90.0,12.3,71.984,3.875,33.2,5
1240,2019.12.30 08:50:13,90.0,12.4,72.374,3.875,33.2,5
1247,2019.12.30 08:45:12,90.0,12.7,67.704,3.813,33.2,5
1254,2019.12.30 08:40:11,89.0,11.7,70.817,3.813,33.2,5
1261,2019.12.30 08:35:10,88.0,10.7,74.708,3.688,33.2,5
1268,2019.12.30 08:30:10,88.0,10.6,70.428,3.688,33.2,5
1275,2019.12.30 08:25:09,88.0,10.0,69.65,3.625,33.2,5
1282,2019.12.30 08:20:08,88.0,8.1,73.541,3.625,33.2,5
1289,2019.12.30 08:15:08,88.0,5.3,69.65,3.625,33.2,5
1296,2019.12.30 08:10:07,88.0,5.5,75.097,3.625,33.2,5
1303,2019.12.30 00:45:56,87.0,2.6,68.093,5.375,33.2,5
1310,2019.12.30 00:40:57,87.0,2.7,70.817,5.5,33.2,5
1317,2019.12.30 00:35:55,87.0,2.4,70.817,5.625,33.2,5
1324,2019.12.30 00:30:54,87.0,2.6,72.374,5.688,33.2,5
1331,2019.12.30 00:25:53,87.0,2.7,73.541,5.688,33.2,5
1338,2019.12.30 00:20:53,87.0,2.9,75.486,5.75,33.2,5
1345,2019.12.30 00:15:53,87.0,3.1,69.65,5.75,33.2,5
1351,2019.12.30 00:10:53,87.0,2.9,75.097,5.875,33.2,5
1358,2019.12.30 00:05:52,87.0,3.0,71.984,5.813,33.2,5
1364,2019.12.30 00:00:51,87.0,3.1,71.984,5.875,33.2,5
1371,2019.12.29 23:55:51,87.0,3.3,67.315,5.875,33.2,5
1378,2019.12.29 23:50:50,87.0,3.2,69.65,6.0,33.2,5
1384,2019.12.29 23:45:45,87.0,3.4,72.374,5.938,33.2,5
1391,2019.12.29 23:40:44,87.0,3.2,66.53699999999999,6.063,33.2,5
1398,2019.12.29 23:35:43,87.0,3.1,73.93,6.125,33.2,5
1405,2019.12.29 23:30:43,87.0,3.0,69.65,6.188,33.2,5
1412,2019.12.29 23:25:42,87.0,3.7,69.26100000000001,6.063,33.2,5
1419,2019.12.29 23:20:42,87.0,3.7,68.872,6.125,33.2,5
1425,2019.12.29 23:15:40,87.0,3.9,71.595,6.188,33.2,5
1432,2019.12.29 23:10:40,87.0,3.8,69.65,6.25,33.2,5
1439,2019.12.29 23:05:39,87.0,3.6,67.315,6.313,33.2,5
1446,2019.12.29 23:00:38,87.0,3.2,69.65,6.313,33.2,5
1453,2019.12.29 22:55:38,87.0,2.8,71.206,6.375,33.2,5
1460,2019.12.29 22:50:37,87.0,3.0,74.708,6.438,33.2,5
1467,2019.12.29 22:45:36,87.0,3.9,69.65,6.438,33.2,5
1474,2019.12.29 22:40:36,87.0,3.9,71.206,6.5,33.2,5
1480,2019.12.29 22:35:35,87.0,4.1,70.817,6.563,33.2,5
1487,2019.12.29 22:30:35,87.0,4.2,68.872,6.625,33.2,5
1494,2019.12.29 22:25:34,87.0,4.3,73.541,6.625,33.2,5
1501,2019.12.29 22:20:33,87.0,4.1,68.093,6.688,33.2,5
1508,2019.12.29 22:15:33,87.0,4.1,69.65,6.75,33.2,5
1515,2019.12.29 22:10:32,87.0,4.3,72.374,6.75,33.2,5
1522,2019.12.29 22:05:32,87.0,4.2,70.817,6.813,33.2,5
1529,2019.12.29 22:00:34,87.0,4.3,68.872,6.875,33.2,5
1536,2019.12.29 21:55:30,87.0,4.6,70.039,6.938,33.2,5
1541,2019.12.29 21:50:29,88.0,5.2,70.428,6.938,33.2,5
1548,2019.12.29 21:45:29,88.0,5.2,68.093,6.938,33.2,5
1555,2019.12.29 21:40:29,88.0,5.4,71.595,7.063,33.2,5
1561,2019.12.29 21:35:29,88.0,5.4,69.65,7.125,33.2,5
1568,2019.12.29 21:30:27,88.0,5.2,68.093,7.125,33.2,5
1575,2019.12.29 21:25:26,88.0,5.2,72.763,7.188,33.2,5
1582,2019.12.29 21:20:27,88.0,5.3,71.595,7.25,33.2,5
1589,2019.12.29 21:15:26,88.0,5.5,68.872,7.25,33.2,5
1595,2019.12.29 21:10:25,88.0,5.7,70.039,7.313,33.2,5
1602,2019.12.29 21:05:24,88.0,5.8,71.984,7.375,33.2,5
1609,2019.12.29 21:00:24,88.0,5.4,71.206,7.438,33.2,5
1616,2019.12.29 20:55:24,88.0,5.5,70.039,7.5,33.2,5
1623,2019.12.29 20:50:23,88.0,5.8,72.374,7.5,33.2,5
1630,2019.12.29 20:45:21,88.0,5.8,69.65,7.625,33.2,5
1637,2019.12.29 20:40:21,88.0,5.5,71.984,7.75,33.2,5
1644,2019.12.29 20:35:21,88.0,5.3,70.428,7.688,33.2,5
1650,2019.12.29 20:30:20,88.0,5.4,69.65,7.813,33.2,5
1657,2019.12.29 20:25:20,88.0,5.7,70.817,7.813,33.2,5
1663,2019.12.29 20:20:19,88.0,5.8,69.26100000000001,7.875,33.2,5
1670,2019.12.29 20:15:18,88.0,5.8,69.65,7.938,33.2,5
1677,2019.12.29 20:10:18,88.0,6.4,69.65,8.0,33.2,5
1684,2019.12.29 20:05:17,88.0,6.5,69.65,8.125,33.2,5
1691,2019.12.29 20:00:16,88.0,7.0,67.315,8.125,33.2,5
1698,2019.12.29 19:55:16,88.0,7.0,68.872,8.187999999999999,33.2,5
1705,2019.12.29 19:50:14,88.0,7.1,70.428,8.25,33.2,5
1712,2019.12.29 19:45:15,88.0,7.2,68.093,8.375,33.2,5
1719,2019.12.29 19:40:14,88.0,7.2,73.152,8.375,33.2,5
1726,2019.12.29 19:35:13,88.0,7.3,66.926,8.5,33.2,5
1733,2019.12.29 19:30:12,88.0,7.3,70.817,8.5,33.2,5
1740,2019.12.29 19:25:11,88.0,7.1,70.428,8.625,33.2,5
1747,2019.12.29 19:20:10,88.0,7.2,72.763,8.687999999999999,33.2,5
1753,2019.12.29 19:15:10,88.0,7.6,70.428,8.75,33.2,5
1760,2019.12.29 19:10:09,88.0,7.2,72.374,8.812999999999999,33.2,5
1767,2019.12.29 19:05:08,88.0,7.1,70.817,8.937999999999999,33.2,5
1773,2019.12.29 19:00:08,88.0,7.3,68.482,9.062999999999999,33.2,5
1780,2019.12.29 18:55:07,88.0,7.3,68.093,8.937999999999999,33.2,5
1787,2019.12.29 18:50:07,88.0,7.5,69.65,9.062999999999999,33.2,5
1794,2019.12.29 18:45:06,88.0,7.6,73.93,9.125,33.2,5
1801,2019.12.29 18:40:05,88.0,7.6,72.374,9.312999999999999,33.2,5
1808,2019.12.29 18:35:04,88.0,7.8,71.206,9.375,33.2,5
1815,2019.12.29 18:30:04,88.0,7.9,71.595,9.437999999999999,33.2,5
1822,2019.12.29 18:25:03,88.0,8.2,69.26100000000001,9.5,33.2,5
1829,2019.12.29 18:20:02,88.0,8.2,70.428,9.562999999999999,33.2,5
1836,2019.12.29 18:15:03,88.0,8.3,68.872,9.75,33.2,5
1843,2019.12.29 18:10:01,88.0,8.7,67.315,9.75,33.2,5
1850,2019.12.29 18:05:00,88.0,8.7,69.65,9.875,33.2,5
1857,2019.12.29 18:00:01,88.0,8.8,69.65,9.937999999999999,33.2,5
1864,2019.12.29 17:54:59,88.0,9.5,70.039,10.125,33.2,5
1871,2019.12.29 17:50:00,88.0,9.7,66.53699999999999,10.187999999999999,33.2,5
1877,2019.12.29 17:44:58,88.0,9.7,71.206,10.312999999999999,33.2,5
1884,2019.12.29 17:40:00,88.0,10.2,68.482,10.437999999999999,33.2,5
1891,2019.12.29 17:34:58,88.0,10.6,67.315,10.5,33.2,5
1898,2019.12.29 17:29:57,88.0,10.8,68.093,10.625,33.2,5
1905,2019.12.29 17:24:56,89.0,11.1,70.428,10.687999999999999,33.2,5
1912,2019.12.29 17:19:55,89.0,11.3,71.984,10.812999999999999,33.2,5
1918,2019.12.29 17:14:54,89.0,11.2,68.872,10.937999999999999,33.2,5
1925,2019.12.29 17:09:54,88.0,10.9,68.093,11.0,33.2,5
1932,2019.12.29 17:04:54,89.0,11.0,69.26100000000001,11.125,33.2,5
1939,2019.12.29 16:59:53,89.0,11.4,70.039,11.187999999999999,33.2,5
1945,2019.12.29 16:54:52,89.0,11.8,71.595,11.312999999999999,33.2,5
1952,2019.12.29 16:49:51,90.0,12.1,68.093,11.437999999999999,33.2,5
1959,2019.12.29 16:44:51,90.0,12.5,67.315,11.437999999999999,33.2,5
1966,2019.12.29 16:39:51,91.0,13.2,71.206,11.562999999999999,33.2,5
1973,2019.12.29 16:34:50,91.0,13.0,68.872,11.687999999999999,33.2,5
1980,2019.12.29 16:29:48,91.0,13.3,71.206,11.812999999999999,33.2,5
1987,2019.12.29 16:24:48,91.0,13.4,70.039,11.875,33.2,5
1994,2019.12.29 16:19:48,91.0,13.7,68.482,11.937999999999999,33.2,5
2001,2019.12.29 16:14:47,91.0,13.8,71.206,12.0,33.2,5
2008,2019.12.29 16:09:47,80.0,14.1,70.817,12.0,33.2,5
2015,2019.12.29 16:04:44,76.0,14.8,73.541,12.125,33.2,5
2022,2019.12.29 15:59:45,72.0,15.1,69.26100000000001,12.187999999999999,33.2,5
2029,2019.12.29 15:54:45,63.0,16.4,69.26100000000001,12.25,33.2,5
2036,2019.12.29 15:49:42,55.0,18.1,70.039,12.25,33.2,5
2043,2019.12.29 15:44:43,55.0,18.5,69.65,12.312999999999999,33.2,5
2049,2019.12.29 15:39:41,52.0,19.7,73.152,12.375,33.2,5
2055,2019.12.29 15:34:41,53.0,19.8,68.093,12.375,33.2,5
2062,2019.12.29 15:29:41,49.0,20.4,70.817,12.312999999999999,33.2,5
2068,2019.12.29 15:24:39,50.0,20.1,70.039,12.437999999999999,33.2,5
2075,2019.12.29 15:19:39,47.0,20.4,70.039,12.5,33.2,5
2082,2019.12.29 15:14:38,47.0,20.8,71.984,12.5,33.2,5
2088,2019.12.29 15:09:37,47.0,20.4,73.93,12.5,33.2,5
2095,2019.12.29 15:04:36,50.0,20.2,70.039,12.562999999999999,33.2,5
2102,2019.12.29 14:59:36,49.0,20.1,70.817,12.5,33.2,5
2109,2019.12.29 14:54:35,51.0,20.6,70.039,12.562999999999999,33.2,5
2116,2019.12.29 14:49:34,46.0,23.1,71.595,12.5,33.2,5
2123,2019.12.29 14:44:33,43.0,22.2,68.093,12.562999999999999,33.2,5
2130,2019.12.29 14:39:33,47.0,22.2,72.763,12.437999999999999,33.2,5
2137,2019.12.29 14:34:33,52.0,19.4,74.319,12.437999999999999,33.2,5
2144,2019.12.29 14:29:31,44.0,22.5,72.763,12.375,33.2,5
2151,2019.12.29 14:24:31,38.0,24.1,70.039,12.312999999999999,33.2,5
2158,2019.12.29 14:19:30,38.0,24.9,71.206,12.312999999999999,33.2,5
2165,2019.12.29 14:14:30,41.0,25.6,70.428,12.25,33.2,5
2172,2019.12.29 14:09:30,42.0,23.7,74.319,12.125,33.2,5
2179,2019.12.29 14:04:28,43.0,24.1,72.763,12.062999999999999,33.2,5
2186,2019.12.29 13:59:28,44.0,23.4,71.595,11.937999999999999,33.2,5
2193,2019.12.29 13:54:27,45.0,23.4,69.26100000000001,11.875,33.2,5
2200,2019.12.29 13:49:27,44.0,23.2,69.26100000000001,11.75,33.2,5
2207,2019.12.29 13:44:26,48.0,22.8,69.26100000000001,11.625,33.2,5
2214,2019.12.29 13:39:25,34.0,27.7,70.428,11.5,33.2,5
2221,2019.12.29 13:34:25,46.0,22.4,74.319,11.312999999999999,33.2,5
2228,2019.12.29 13:29:25,31.0,27.2,73.93,11.125,33.2,5
2234,2019.12.29 13:24:24,33.0,27.2,69.26100000000001,11.062999999999999,33.2,5
2241,2019.12.29 13:19:23,39.0,26.1,72.763,10.937999999999999,33.2,5
2248,2019.12.29 13:14:21,40.0,25.6,71.595,10.75,33.2,5
2255,2019.12.29 13:09:21,42.0,24.9,70.817,10.562999999999999,33.2,5
2262,2019.12.29 13:04:21,42.0,24.7,72.763,10.375,33.2,5
2269,2019.12.29 12:59:20,43.0,23.9,69.26100000000001,10.187999999999999,33.2,5
2275,2019.12.29 12:54:19,48.0,23.8,70.428,10.0,33.2,5
2282,2019.12.29 12:49:18,53.0,20.7,72.763,9.75,33.2,5
2289,2019.12.29 12:44:17,55.0,21.9,70.428,9.562999999999999,33.2,5
2295,2019.12.29 12:39:18,73.0,17.5,70.039,9.375,33.2,5
2302,2019.12.29 12:34:17,65.0,19.4,70.817,9.125,33.2,5
2309,2019.12.29 12:29:17,53.0,22.4,72.374,9.0,33.2,5
2316,2019.12.29 12:24:16,67.0,16.4,73.541,8.812999999999999,33.2,5
2323,2019.12.29 12:19:14,51.0,22.4,72.374,8.687999999999999,33.2,5
2330,2019.12.29 12:14:14,61.0,21.5,71.206,8.5,33.2,5
2337,2019.12.29 12:09:13,81.0,16.8,70.428,8.312999999999999,33.2,5
2344,2019.12.29 12:04:12,89.0,16.0,69.26100000000001,8.25,33.2,5
2351,2019.12.29 11:59:11,91.0,15.6,70.817,8.125,33.2,5
2358,2019.12.29 11:54:11,90.0,12.7,74.319,8.062999999999999,33.2,5
2365,2019.12.29 11:49:10,88.0,10.8,69.65,7.938,33.2,5
2372,2019.12.29 11:44:10,89.0,11.5,72.763,8.0,33.2,5
2379,2019.12.29 11:39:09,88.0,10.4,71.595,7.875,33.2,5
2386,2019.12.29 11:34:08,88.0,9.9,74.319,7.875,33.2,5
2393,2019.12.29 11:29:07,88.0,10.5,67.704,7.75,33.2,5
2400,2019.12.29 11:24:07,88.0,10.4,72.763,7.688,33.2,5
2407,2019.12.29 11:19:06,88.0,10.6,72.374,7.563,33.2,5
2414,2019.12.29 11:14:05,88.0,10.7,73.152,7.563,33.2,5
2421,2019.12.29 11:09:05,88.0,9.5,69.65,7.5,33.2,5
2428,2019.12.29 11:04:04,88.0,8.6,71.984,7.375,33.2,5
2435,2019.12.29 10:59:03,88.0,8.3,71.206,7.313,33.2,5
2442,2019.12.29 10:54:04,88.0,6.8,71.206,7.313,33.2,5
