,datetime,air_moisture,air_temperature,soil_moisture,soil_temperature,unnamed,pole_no
1,2019.12.12 16:17:39,91,13.5,55.914,12.375,33.2,2
10,2019.12.12 16:12:38,91,14.2,56.183,12.188,33.2,2
32,2019.12.12 15:57:37,91,13.7,55.914,12.438,33.2,2
43,2019.12.12 15:47:36,91,13.8,56.72,12.313,33.2,2
51,2019.12.12 15:37:35,91,15,54.839,12.313,33.2,2
60,2019.12.12 15:32:35,91,14.8,57.258,12.313,33.2,2
69,2019.12.12 15:27:35,91,14.8,53.763,12.188,33.2,2
78,2019.12.12 15:22:34,91,14.9,55.376,12.313,33.2,2
87,2019.12.12 15:17:34,91,14.6,56.989,11.813,33.2,2
96,2019.12.12 15:12:34,91,15.6,53.495,12.25,33.2,2
105,2019.12.12 15:07:33,91,14.5,53.763,12.375,33.2,2
114,2019.12.12 15:02:33,91,15.7,57.258,12.375,33.2,2
123,2019.12.12 14:57:32,92,17,54.301,12.438,33.2,2
131,2019.12.12 14:52:32,92,17,56.452,12.438,33.2,2
140,2019.12.12 14:47:31,92,17.2,56.452,11.875,33.2,2
149,2019.12.12 14:42:31,92,17.3,56.72,12.438,33.2,2
158,2019.12.12 14:37:31,89,17.4,56.72,12.313,33.2,2
167,2019.12.12 14:32:30,87,17.5,54.839,12.5,33.2,2
176,2019.12.12 14:27:31,84,17.7,53.226,12.5,33.2,2
185,2019.12.12 14:22:30,83,17.7,53.226,12.375,33.2,2
194,2019.12.12 14:17:29,83,17.7,55.108,12.313,33.2,2
203,2019.12.12 14:12:29,82,17.7,53.226,12.25,33.2,2
212,2019.12.12 14:07:28,83,17.7,55.376,12.25,33.2,2
220,2019.12.12 14:02:28,85,17.7,54.032,11.75,33.2,2
229,2019.12.12 13:57:28,86,17.6,56.72,12.313,33.2,2
238,2019.12.12 13:52:27,91,17.1,55.108,12.25,33.2,2
247,2019.12.12 13:47:27,86,17.1,56.183,12.188,33.2,2
256,2019.12.12 13:42:27,83,17.3,56.989,12.063,33.2,2
265,2019.12.12 13:37:26,85,16.9,56.452,11.875,33.2,2
274,2019.12.12 13:32:26,88,16.6,53.495,12,33.2,2
282,2019.12.12 13:27:25,86,17.1,55.376,11.625,33.2,2
290,2019.12.12 13:22:25,85,17.2,55.914,12.063,33.2,2
299,2019.12.12 13:17:25,84,17.6,55.645,11.938,33.2,2
308,2019.12.12 13:12:24,84,17.8,56.72,11.938,33.2,2
317,2019.12.12 13:07:24,85,17.5,54.839,11.875,33.2,2
326,2019.12.12 13:02:23,92,16.9,57.258,11.938,33.2,2
335,2019.12.12 12:57:23,82,17.7,55.108,11.813,33.2,2
344,2019.12.12 12:52:23,82,18,55.108,11.688,33.2,2
353,2019.12.12 12:47:22,79,18.3,55.108,11.313,33.2,2
362,2019.12.12 12:42:22,81,17.2,57.258,11.375,33.2,2
370,2019.12.12 12:37:22,83,17.3,54.839,11.5,33.2,2
379,2019.12.12 12:32:21,78,17.3,53.495,11.5,33.2,2
388,2019.12.12 12:27:21,80,17.4,56.989,11.313,33.2,2
397,2019.12.12 12:22:21,84,17,54.032,11.438,33.2,2
406,2019.12.12 12:17:20,86,16.8,56.452,11.313,33.2,2
415,2019.12.12 12:12:20,91,16.3,54.57,11.063,33.2,2
424,2019.12.12 12:07:20,88,16.7,53.495,11.188,33.2,2
432,2019.12.12 12:02:19,92,16.3,56.183,11.188,33.2,2
